Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	glucocorticoid receptor signaling pathway (GO:0042921)	1/6	0.022292714638201438	1.0	0	0	44.444444444444436	169.0442378547524	NEDD4
GO_Biological_Process_2018	acetyl-CoA biosynthetic process (GO:0006085)	1/6	0.022292714638201438	1.0	0	0	44.444444444444436	169.0442378547524	ACAT1
GO_Biological_Process_2018	regulation of skeletal muscle contraction (GO:0014819)	1/6	0.022292714638201438	1.0	0	0	44.444444444444436	169.0442378547524	DMD
GO_Biological_Process_2018	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	4/292	0.024095660112534903	1.0	0	0	3.6529680365296797	13.609948979067134	BTBD1;NEDD4;CDC27;FBXO15
GO_Biological_Process_2018	lysosomal lumen acidification (GO:0007042)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	CLN5
GO_Biological_Process_2018	cellular lipid biosynthetic process (GO:0097384)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	ACAT1
GO_Biological_Process_2018	purine nucleoside bisphosphate biosynthetic process (GO:0034033)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	ACAT1
GO_Biological_Process_2018	modulation by symbiont of host cellular process (GO:0044068)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	KPNA5
GO_Biological_Process_2018	coenzyme A biosynthetic process (GO:0015937)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	ACAT1
GO_Biological_Process_2018	progesterone receptor signaling pathway (GO:0050847)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	NEDD4
GO_Biological_Process_2018	gas homeostasis (GO:0033483)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	SOD2
GO_Biological_Process_2018	ethanol metabolic process (GO:0006067)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	SULT1B1
GO_Biological_Process_2018	negative regulation of glial cell apoptotic process (GO:0034351)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	PRKCH
GO_Biological_Process_2018	ribonucleoside bisphosphate biosynthetic process (GO:0034030)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	ACAT1
GO_Biological_Process_2018	ethanol catabolic process (GO:0006068)	1/7	0.025960203436256272	1.0	0	0	38.095238095238095	139.09297335807094	SULT1B1
GO_Biological_Process_2018	purine ribonucleotide metabolic process (GO:0009150)	2/67	0.02622148314739709	1.0	0	0	7.960199004975125	28.98448745669129	SULT1B1;ACAT1
GO_Biological_Process_2018	peptide biosynthetic process (GO:0043043)	3/175	0.028096405283525104	1.0	0	0	4.571428571428573	16.329662339103297	MRPL3;DMD;PCSK5
GO_Biological_Process_2018	nervous system development (GO:0007399)	5/456	0.028293980732217908	1.0	0	0	2.9239766081871346	10.42428711090749	SZT2;NAV3;BTBD1;PTPRZ1;CLN5
GO_Biological_Process_2018	protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)	2/71	0.02919036673416388	1.0	0	0	7.511737089201878	26.545851872324718	BTBD1;NEDD4
GO_Biological_Process_2018	regulation of brown fat cell differentiation (GO:0090335)	1/8	0.029614118926114725	1.0	0	0	33.333333333333336	117.3168013542976	FTO
GO_Biological_Process_2018	ketone body biosynthetic process (GO:0046951)	1/8	0.029614118926114725	1.0	0	0	33.333333333333336	117.3168013542976	ACAT1
GO_Biological_Process_2018	establishment of integrated proviral latency (GO:0075713)	1/8	0.029614118926114725	1.0	0	0	33.333333333333336	117.3168013542976	PSIP1
GO_Biological_Process_2018	protein K6-linked ubiquitination (GO:0085020)	1/8	0.029614118926114725	1.0	0	0	33.333333333333336	117.3168013542976	UBE2D4
GO_Biological_Process_2018	regulation of cilium movement (GO:0003352)	1/8	0.029614118926114725	1.0	0	0	33.333333333333336	117.3168013542976	DNAH11
GO_Biological_Process_2018	organonitrogen compound biosynthetic process (GO:1901566)	3/182	0.031048449631132326	1.0	0	0	4.395604395604397	15.262445728412132	SPTLC3;DMD;PCSK5
GO_Biological_Process_2018	negative regulation of serine-type endopeptidase activity (GO:1900004)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SPINK9
GO_Biological_Process_2018	removal of superoxide radicals (GO:0019430)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SOD2
GO_Biological_Process_2018	response to muscle stretch (GO:0035994)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	DMD
GO_Biological_Process_2018	sphingoid biosynthetic process (GO:0046520)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SPTLC3
GO_Biological_Process_2018	establishment of viral latency (GO:0019043)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	PSIP1
GO_Biological_Process_2018	endosome to melanosome transport (GO:0035646)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	BLOC1S6
GO_Biological_Process_2018	endosome to pigment granule transport (GO:0043485)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	BLOC1S6
GO_Biological_Process_2018	neuron maturation (GO:0042551)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	CLN5
GO_Biological_Process_2018	cellular response to superoxide (GO:0071451)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SOD2
GO_Biological_Process_2018	negative regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030948)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	NEDD4
GO_Biological_Process_2018	negative regulation of serine-type peptidase activity (GO:1902572)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SPINK9
GO_Biological_Process_2018	vasodilation (GO:0042311)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SOD2
GO_Biological_Process_2018	protein localization to vacuole (GO:0072665)	1/9	0.03325451045778232	1.0	0	0	29.62962962962963	100.84636646561951	SZT2
GO_Biological_Process_2018	cellular protein modification process (GO:0006464)	8/1002	0.03368676493028185	1.0	0	0	2.1290751829673984	7.21894930310549	MAPK10;PRKCH;BTBD1;PTPRZ1;FBXO15;ASB3;FRK;CDKL1
GO_Biological_Process_2018	receptor-mediated endocytosis (GO:0006898)	3/189	0.03415768071583609	1.0	0	0	4.232804232804233	14.293197067099245	CD163;NEDD4;SCGB3A2
GO_Biological_Process_2018	cilium organization (GO:0044782)	3/193	0.03600455384167936	1.0	0	0	4.1450777202072535	13.778693690875508	TBC1D32;WDPCP;CFAP54
GO_Biological_Process_2018	negative regulation of sodium ion transmembrane transport (GO:1902306)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	NEDD4
GO_Biological_Process_2018	DNA dealkylation involved in DNA repair (GO:0006307)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	FTO
GO_Biological_Process_2018	primary alcohol catabolic process (GO:0034310)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	SULT1B1
GO_Biological_Process_2018	cellular biogenic amine metabolic process (GO:0006576)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	SULT1B1
GO_Biological_Process_2018	regulation of lysosomal lumen pH (GO:0035751)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	CLN5
GO_Biological_Process_2018	coenzyme A metabolic process (GO:0015936)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	ACAT1
GO_Biological_Process_2018	ketone body metabolic process (GO:1902224)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	ACAT1
GO_Biological_Process_2018	negative regulation of sodium ion transmembrane transporter activity (GO:2000650)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	NEDD4
GO_Biological_Process_2018	central nervous system projection neuron axonogenesis (GO:0021952)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	SZT2
GO_Biological_Process_2018	cilium movement involved in cell motility (GO:0060294)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	CFAP54
GO_Biological_Process_2018	DNA dealkylation (GO:0035510)	1/10	0.0368814272661001	1.0	0	0	26.66666666666667	88.00125815383244	FTO
GO_Biological_Process_2018	positive regulation of binding (GO:0051099)	2/82	0.03799962752235693	1.0	0	0	6.504065040650407	21.26945639900508	USP33;CLN5
GO_Biological_Process_2018	regulation of serine-type endopeptidase activity (GO:1900003)	1/11	0.04049491842710541	1.0	0	0	24.24242424242425	77.73524324066544	SPINK9
GO_Biological_Process_2018	synaptonemal complex assembly (GO:0007130)	1/11	0.04049491842710541	1.0	0	0	24.24242424242425	77.73524324066544	SYCP1
GO_Biological_Process_2018	synaptonemal complex organization (GO:0070193)	1/11	0.04049491842710541	1.0	0	0	24.24242424242425	77.73524324066544	SYCP1
GO_Biological_Process_2018	positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	1/11	0.04049491842710541	1.0	0	0	24.24242424242425	77.73524324066544	DMD
GO_Biological_Process_2018	regulation of autophagy (GO:0010506)	3/204	0.04134424349398951	1.0	0	0	3.9215686274509807	12.49341992696309	USP33;NEDD4;TRIM22
GO_Biological_Process_2018	positive regulation of keratinocyte differentiation (GO:0045618)	1/12	0.04409503288389166	1.0	0	0	22.222222222222218	69.36462524202757	PRKCH
GO_Biological_Process_2018	modulation by virus of host process (GO:0019054)	1/13	0.04768181941984189	1.0	0	0	20.512820512820515	62.424719958561724	KPNA5
GO_Biological_Process_2018	cardiolipin metabolic process (GO:0032048)	1/13	0.04768181941984189	1.0	0	0	20.512820512820515	62.424719958561724	LCLAT1
GO_Biological_Process_2018	regulation of oxidoreductase activity (GO:0051341)	1/13	0.04768181941984189	1.0	0	0	20.512820512820515	62.424719958561724	SZT2
GO_Biological_Process_2018	sulfation (GO:0051923)	1/13	0.04768181941984189	1.0	0	0	20.512820512820515	62.424719958561724	SULT1B1
GO_Biological_Process_2018	central nervous system development (GO:0007417)	3/218	0.048685265910243775	1.0	0	0	3.669724770642202	11.091298505375272	SZT2;PTPRZ1;CLN5
GO_Biological_Process_2018	regulation of Golgi organization (GO:1903358)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	PDE4DIP
GO_Biological_Process_2018	acetyl-CoA metabolic process (GO:0006084)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	ACAT1
GO_Biological_Process_2018	oligodendrocyte differentiation (GO:0048709)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	PTPRZ1
GO_Biological_Process_2018	regulation of lipase activity (GO:0060191)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	PCSK5
GO_Biological_Process_2018	regulation of nucleocytoplasmic transport (GO:0046822)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	NEDD4
GO_Biological_Process_2018	regulation of neural precursor cell proliferation (GO:2000177)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	PTPRZ1
GO_Biological_Process_2018	regulation of synapse organization (GO:0050807)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	NEDD4
GO_Biological_Process_2018	acyl-CoA biosynthetic process (GO:0071616)	1/14	0.0512553266419404	1.0	0	0	19.047619047619047	56.58925203595329	ACAT1
GO_Biological_Process_2018	regulation of mitotic sister chromatid separation (GO:0010965)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	CDC27
GO_Biological_Process_2018	regulation of fertilization (GO:0080154)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	SPINK9
GO_Biological_Process_2018	synaptic vesicle transport along microtubule (GO:0099517)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	BLOC1S6
GO_Biological_Process_2018	negative regulation of interleukin-2 production (GO:0032703)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	NAV3
GO_Biological_Process_2018	negative regulation of TORC1 signaling (GO:1904262)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	SZT2
GO_Biological_Process_2018	regulation of cell junction assembly (GO:1901888)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	PRKCH
GO_Biological_Process_2018	anterograde synaptic vesicle transport (GO:0048490)	1/15	0.0548156030017759	1.0	0	0	17.777777777777782	51.62276265324856	BLOC1S6
GO_Biological_Process_2018	protein processing (GO:0016485)	2/102	0.056203426644554716	1.0	0	0	5.2287581699346415	15.052431642448056	PCSK5;CLN5
GO_Biological_Process_2018	phosphorylation (GO:0016310)	4/387	0.057516774893318065	1.0	0	0	2.756244616709733	7.870948868770452	MAPK10;PRKCH;FRK;CDKL1
GO_Biological_Process_2018	regulation of bicellular tight junction assembly (GO:2000810)	1/16	0.058362696799999586	1.0	0	0	16.666666666666668	47.35130577770839	PRKCH
GO_Biological_Process_2018	positive regulation of macrophage derived foam cell differentiation (GO:0010744)	1/16	0.058362696799999586	1.0	0	0	16.666666666666668	47.35130577770839	PRKCH
GO_Biological_Process_2018	regulation of acrosome reaction (GO:0060046)	1/16	0.058362696799999586	1.0	0	0	16.666666666666668	47.35130577770839	SPINK9
GO_Biological_Process_2018	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	DMD
GO_Biological_Process_2018	positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	PRKCH
GO_Biological_Process_2018	pigment granule transport (GO:0051904)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	BLOC1S6
GO_Biological_Process_2018	regulation of B cell receptor signaling pathway (GO:0050855)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	PRKCH
GO_Biological_Process_2018	melanosome transport (GO:0032402)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	BLOC1S6
GO_Biological_Process_2018	positive regulation of epidermal cell differentiation (GO:0045606)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	PRKCH
GO_Biological_Process_2018	preassembly of GPI anchor in ER membrane (GO:0016254)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	PIGN
GO_Biological_Process_2018	positive regulation of monocyte chemotaxis (GO:0090026)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	MOSPD2
GO_Biological_Process_2018	mRNA cis splicing, via spliceosome (GO:0045292)	1/17	0.06189665613910505	1.0	0	0	15.686274509803926	43.64375091953897	PSIP1
GO_Biological_Process_2018	viral life cycle (GO:0019058)	2/108	0.062155649657917485	1.0	0	0	4.938271604938271	13.719079316395712	KPNA5;PCSK5
GO_Biological_Process_2018	cellular response to starvation (GO:0009267)	2/108	0.062155649657917485	1.0	0	0	4.938271604938271	13.719079316395712	SZT2;USP33
GO_Biological_Process_2018	plasma membrane bounded cell projection assembly (GO:0120031)	3/242	0.06264541669968357	1.0	0	0	3.3057851239669422	9.1579000249385	TBC1D32;WDPCP;CFAP54
GO_Biological_Process_2018	modulation by virus of host morphology or physiology (GO:0019048)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	KPNA5
GO_Biological_Process_2018	negative regulation of microtubule depolymerization (GO:0007026)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	NAV3
GO_Biological_Process_2018	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	SOD2
GO_Biological_Process_2018	establishment of melanosome localization (GO:0032401)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	BLOC1S6
GO_Biological_Process_2018	homologous chromosome segregation (GO:0045143)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	SYCP1
GO_Biological_Process_2018	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	DMD
GO_Biological_Process_2018	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	NEDD4
GO_Biological_Process_2018	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	SOD2
GO_Biological_Process_2018	release of cytochrome c from mitochondria (GO:0001836)	1/18	0.06541752897671288	1.0	0	0	14.814814814814815	40.39948191503681	SOD2
GO_Biological_Process_2018	regulation of protein binding (GO:0043393)	2/112	0.0662381287283455	1.0	0	0	4.761904761904762	12.926185805610375	BTBD1;USP33
GO_Biological_Process_2018	regulation of organelle organization (GO:0033043)	2/114	0.06831234103937381	1.0	0	0	4.678362573099415	12.555157146248385	TBC1D8B;PDE4DIP
GO_Biological_Process_2018	purine ribonucleoside bisphosphate metabolic process (GO:0034035)	1/19	0.06892536310358338	1.0	0	0	14.035087719298243	37.54008496826929	SULT1B1
GO_Biological_Process_2018	protein targeting to lysosome (GO:0006622)	1/19	0.06892536310358338	1.0	0	0	14.035087719298243	37.54008496826929	NEDD4
GO_Biological_Process_2018	positive regulation of mononuclear cell migration (GO:0071677)	1/19	0.06892536310358338	1.0	0	0	14.035087719298243	37.54008496826929	MOSPD2
GO_Biological_Process_2018	vacuolar acidification (GO:0007035)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	CLN5
GO_Biological_Process_2018	synapsis (GO:0007129)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	SYCP1
GO_Biological_Process_2018	negative regulation of protein depolymerization (GO:1901880)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	NAV3
GO_Biological_Process_2018	negative regulation of ion transport (GO:0043271)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	NEDD4
GO_Biological_Process_2018	striated muscle cell development (GO:0055002)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	DMD
GO_Biological_Process_2018	regulation of lipoprotein lipase activity (GO:0051004)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	PCSK5
GO_Biological_Process_2018	embryonic digestive tract development (GO:0048566)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	PCSK5
GO_Biological_Process_2018	melanosome localization (GO:0032400)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	BLOC1S6
GO_Biological_Process_2018	neuromuscular junction development (GO:0007528)	1/20	0.0724202061022377	1.0	0	0	13.333333333333336	35.00359904958493	NEDD4
GO_Biological_Process_2018	plasma membrane bounded cell projection organization (GO:0120036)	2/119	0.07359058427105325	1.0	0	0	4.481792717086835	11.694064728430286	BLOC1S6;NEDD4
GO_Biological_Process_2018	macromolecular complex assembly (GO:0065003)	2/121	0.07573785640308414	1.0	0	0	4.40771349862259	11.374004006410415	PDE4DIP;DMD
GO_Biological_Process_2018	phospholipid translocation (GO:0045332)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	ATP9B
GO_Biological_Process_2018	non-motile cilium assembly (GO:1905515)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	TBC1D32
GO_Biological_Process_2018	embryonic skeletal system development (GO:0048706)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	PCSK5
GO_Biological_Process_2018	regulation of interleukin-2 production (GO:0032663)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	NAV3
GO_Biological_Process_2018	limb morphogenesis (GO:0035108)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	PCSK5
GO_Biological_Process_2018	branched-chain amino acid catabolic process (GO:0009083)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	ACAT1
GO_Biological_Process_2018	negative regulation of ion transmembrane transporter activity (GO:0032413)	1/21	0.07590210546795215	1.0	0	0	12.698412698412698	32.74045530082007	NEDD4
GO_Biological_Process_2018	endocytosis (GO:0006897)	3/264	0.07689426489063453	1.0	0	0	3.0303030303030307	7.773709042566866	CD163;SCGB3A2;ATP9B
GO_Biological_Process_2018	branched-chain amino acid metabolic process (GO:0009081)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	ACAT1
GO_Biological_Process_2018	regulation of microtubule depolymerization (GO:0031114)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	NAV3
GO_Biological_Process_2018	regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	NEDD4
GO_Biological_Process_2018	regulation of monocyte chemotaxis (GO:0090025)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	MOSPD2
GO_Biological_Process_2018	histone lysine methylation (GO:0034968)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	PRDM5
GO_Biological_Process_2018	NLS-bearing protein import into nucleus (GO:0006607)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	KPNA5
GO_Biological_Process_2018	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	DMD
GO_Biological_Process_2018	protein localization to cell surface (GO:0034394)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	RIC3
GO_Biological_Process_2018	lipid translocation (GO:0034204)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	ATP9B
GO_Biological_Process_2018	nuclear transport (GO:0051169)	1/22	0.07937110842625347	1.0	0	0	12.121212121212125	30.71055576572027	PSIP1
GO_Biological_Process_2018	protein K48-linked deubiquitination (GO:0071108)	1/23	0.08282726211637345	1.0	0	0	11.594202898550725	28.881136454138712	USP33
GO_Biological_Process_2018	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	1/23	0.08282726211637345	1.0	0	0	11.594202898550725	28.881136454138712	DMD
GO_Biological_Process_2018	positive regulation of ion transmembrane transporter activity (GO:0032414)	1/23	0.08282726211637345	1.0	0	0	11.594202898550725	28.881136454138712	DMD
GO_Biological_Process_2018	melanosome organization (GO:0032438)	1/23	0.08282726211637345	1.0	0	0	11.594202898550725	28.881136454138712	BLOC1S6
GO_Biological_Process_2018	cellular amino acid catabolic process (GO:0009063)	1/23	0.08282726211637345	1.0	0	0	11.594202898550725	28.881136454138712	ACAT1
GO_Biological_Process_2018	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	2/129	0.08452220613160638	1.0	0	0	4.1343669250646	10.214949807489589	PRKCH;TRIM22
GO_Biological_Process_2018	cilium-dependent cell motility (GO:0060285)	1/25	0.08970120926186356	1.0	0	0	10.666666666666668	25.72022430749932	CFAP54
GO_Biological_Process_2018	positive regulation of microtubule polymerization (GO:0031116)	1/25	0.08970120926186356	1.0	0	0	10.666666666666668	25.72022430749932	NAV3
