Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Glycerolipid metabolism	1/61	0.20508854760030734	1.0	0	0	4.371584699453551	6.925960452848316	LCLAT1
KEGG_2019_Human	Mitophagy	1/65	0.2169822579602424	1.0	0	0	4.102564102564103	6.268470520353364	MAPK10
KEGG_2019_Human	Shigellosis	1/65	0.2169822579602424	1.0	0	0	4.102564102564103	6.268470520353364	MAPK10
KEGG_2019_Human	Fc epsilon RI signaling pathway	1/68	0.225787149721638	1.0	0	0	3.9215686274509807	5.835931525049468	MAPK10
KEGG_2019_Human	Adipocytokine signaling pathway	1/69	0.22870034854693455	1.0	0	0	3.864734299516909	5.701807358141041	MAPK10
KEGG_2019_Human	Prolactin signaling pathway	1/70	0.231602731258814	1.0	0	0	3.8095238095238098	5.572311391820088	MAPK10
KEGG_2019_Human	RIG-I-like receptor signaling pathway	1/70	0.231602731258814	1.0	0	0	3.8095238095238098	5.572311391820088	MAPK10
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.23737520659224876	1.0	0	0	3.703703703703704	5.326345331592234	DMD
KEGG_2019_Human	Pancreatic cancer	1/75	0.2459537842415853	1.0	0	0	3.5555555555555562	4.987063572039107	MAPK10
KEGG_2019_Human	Pertussis	1/76	0.2487920970957095	1.0	0	0	3.5087719298245608	4.881184851601301	MAPK10
KEGG_2019_Human	Peroxisome	1/83	0.26836726943983313	1.0	0	0	3.2128514056224904	4.2261809743493135	SOD2
KEGG_2019_Human	Hypertrophic cardiomyopathy (HCM)	1/85	0.2738671369467857	1.0	0	0	3.1372549019607843	4.063097072473599	DMD
KEGG_2019_Human	ErbB signaling pathway	1/85	0.2738671369467857	1.0	0	0	3.1372549019607843	4.063097072473599	MAPK10
KEGG_2019_Human	Colorectal cancer	1/86	0.2766017531435907	1.0	0	0	3.1007751937984502	3.985043477769642	MAPK10
KEGG_2019_Human	Salmonella infection	1/86	0.2766017531435907	1.0	0	0	3.1007751937984502	3.985043477769642	MAPK10
KEGG_2019_Human	GABAergic synapse	1/89	0.28474478012245696	1.0	0	0	2.9962546816479403	3.76378129816593	GABRP
KEGG_2019_Human	Salivary secretion	1/90	0.287438972224247	1.0	0	0	2.9629629629629632	3.694058405338272	HTN3
KEGG_2019_Human	Morphine addiction	1/91	0.2901231508061497	1.0	0	0	2.9304029304029307	3.6262264855415283	GABRP
KEGG_2019_Human	Dilated cardiomyopathy (DCM)	1/91	0.2901231508061497	1.0	0	0	2.9304029304029307	3.6262264855415283	DMD
KEGG_2019_Human	Th1 and Th2 cell differentiation	1/92	0.2927973524865168	1.0	0	0	2.898550724637681	3.560216055043786	MAPK10
KEGG_2019_Human	IL-17 signaling pathway	1/93	0.295461613903074	1.0	0	0	2.8673835125448037	3.4959608681383902	MAPK10
KEGG_2019_Human	GnRH signaling pathway	1/93	0.295461613903074	1.0	0	0	2.8673835125448037	3.4959608681383902	MAPK10
KEGG_2019_Human	Glycerophospholipid metabolism	1/97	0.3060199839222357	1.0	0	0	2.7491408934707904	3.255271126396565	LCLAT1
KEGG_2019_Human	Choline metabolism in cancer	1/99	0.3112404688406589	1.0	0	0	2.6936026936026938	3.143944656890977	MAPK10
KEGG_2019_Human	AGE-RAGE signaling pathway in diabetic complications	1/100	0.3138361616484455	1.0	0	0	2.666666666666667	3.0903578864990875	MAPK10
KEGG_2019_Human	Longevity regulating pathway	1/102	0.3189986257224674	1.0	0	0	2.6143790849673203	2.98710714846173	SOD2
KEGG_2019_Human	Chagas disease (American trypanosomiasis)	1/103	0.3215654676682483	1.0	0	0	2.588996763754045	2.937356955588526	MAPK10
KEGG_2019_Human	Toll-like receptor signaling pathway	1/104	0.3241227630898183	1.0	0	0	2.5641025641025643	2.8888024013546776	MAPK10
KEGG_2019_Human	C-type lectin receptor signaling pathway	1/104	0.3241227630898183	1.0	0	0	2.5641025641025643	2.8888024013546776	MAPK10
KEGG_2019_Human	Th17 cell differentiation	1/107	0.3317377202083072	1.0	0	0	2.4922118380062304	2.74993301346334	MAPK10
KEGG_2019_Human	Insulin resistance	1/108	0.3342571787783859	1.0	0	0	2.469135802469136	2.705789101131012	MAPK10
KEGG_2019_Human	TNF signaling pathway	1/110	0.3392680124455164	1.0	0	0	2.4242424242424243	2.6205209376354057	MAPK10
KEGG_2019_Human	Toxoplasmosis	1/113	0.3467145684244282	1.0	0	0	2.359882005899705	2.499713054662325	MAPK10
KEGG_2019_Human	Neurotrophin signaling pathway	1/119	0.3613601365844648	1.0	0	0	2.2408963585434174	2.2809640552660357	MAPK10
KEGG_2019_Human	Neuroactive ligand-receptor interaction	2/338	0.3625987474490858	1.0	0	0	1.5779092702169626	1.600723368879357	GABRP;CYSLTR1
KEGG_2019_Human	Lysosome	1/123	0.3709433815381904	1.0	0	0	2.1680216802168024	2.150039758113921	CLN5
KEGG_2019_Human	Oocyte meiosis	1/125	0.3756816556626105	1.0	0	0	2.1333333333333333	2.088561396657992	CDC27
KEGG_2019_Human	Osteoclast differentiation	1/127	0.3803847117087205	1.0	0	0	2.0997375328083994	2.029547798758446	MAPK10
KEGG_2019_Human	Autophagy	1/128	0.3827231137402218	1.0	0	0	2.083333333333333	2.000923941406528	MAPK10
KEGG_2019_Human	Relaxin signaling pathway	1/130	0.3873738262981197	1.0	0	0	2.0512820512820515	1.945364292849796	MAPK10
KEGG_2019_Human	Dopaminergic synapse	1/131	0.3896862007199225	1.0	0	0	2.0356234096692107	1.918398935923297	MAPK10
KEGG_2019_Human	Vascular smooth muscle contraction	1/132	0.3919899629803869	1.0	0	0	2.0202020202020203	1.8919576649724223	PRKCH
KEGG_2019_Human	Insulin signaling pathway	1/137	0.4033806945750766	1.0	0	0	1.9464720194647205	1.7671523335997648	MAPK10
KEGG_2019_Human	Measles	1/138	0.4056334441097278	1.0	0	0	1.9323671497584545	1.7435852641789953	MAPK10
KEGG_2019_Human	Fluid shear stress and atherosclerosis	1/139	0.4078778005803385	1.0	0	0	1.9184652278177456	1.7204559382658835	MAPK10
KEGG_2019_Human	Apoptosis	1/143	0.4167719107752461	1.0	0	0	1.864801864801865	1.6321047708862422	MAPK10
KEGG_2019_Human	Non-alcoholic fatty liver disease (NAFLD)	1/149	0.4298664769282946	1.0	0	0	1.7897091722595078	1.5110168005134192	MAPK10
KEGG_2019_Human	Ribosome	1/153	0.43843459015027214	1.0	0	0	1.7429193899782136	1.4371148506677534	MRPL3
KEGG_2019_Human	Wnt signaling pathway	1/158	0.4489662541693597	1.0	0	0	1.6877637130801688	1.3515739271162042	MAPK10
KEGG_2019_Human	Necroptosis	1/162	0.4572510654109817	1.0	0	0	1.6460905349794241	1.288103146787584	MAPK10
KEGG_2019_Human	Hepatitis B	1/163	0.459302990159861	1.0	0	0	1.6359918200408998	1.2728755458767247	MAPK10
KEGG_2019_Human	Influenza A	1/171	0.4754451796663091	1.0	0	0	1.5594541910331383	1.1594599508992498	MAPK10
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.4891789114896655	1.0	0	0	1.49812734082397	1.071201474539566	MAPK10
KEGG_2019_Human	Tuberculosis	1/179	0.4911116879141661	1.0	0	0	1.48975791433892	1.0593425799053169	MAPK10
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	1/186	0.5044405602749028	1.0	0	0	1.4336917562724016	0.9810828175027588	MAPK10
KEGG_2019_Human	Calcium signaling pathway	1/188	0.5081851309748556	1.0	0	0	1.4184397163120568	0.9601552719711446	CYSLTR1
KEGG_2019_Human	Focal adhesion	1/199	0.5282866622022855	1.0	0	0	1.340033500837521	0.855097114594853	MAPK10
KEGG_2019_Human	Human immunodeficiency virus 1 infection	1/212	0.5509998662680546	1.0	0	0	1.2578616352201255	0.7497115880968009	MAPK10
KEGG_2019_Human	cAMP signaling pathway	1/212	0.5509998662680546	1.0	0	0	1.2578616352201255	0.7497115880968009	MAPK10
KEGG_2019_Human	Ras signaling pathway	1/232	0.5838526885220479	1.0	0	0	1.1494252873563218	0.6185133030512963	MAPK10
KEGG_2019_Human	Endocytosis	1/244	0.602413699028845	1.0	0	0	1.0928961748633879	0.5538916524626072	NEDD4
KEGG_2019_Human	MAPK signaling pathway	1/295	0.6725989533155637	1.0	0	0	0.9039548022598871	0.3585139307153542	MAPK10
KEGG_2019_Human	Olfactory transduction	1/444	0.8149097185152069	1.0	0	0	0.6006006006006006	0.12292969772085632	OR4F17
KEGG_2019_Human	Pathways in cancer	1/530	0.8670903591562206	1.0	0	0	0.5031446540880503	0.07175450925891938	MAPK10
