gene	gene_symbols	logFC	logCPM	F	PValue	FDR
ENSG00000003056	M6PR	0.36755577293771	6.41688638346125	12.7804780138591	0.00140757377313516	0.00371202416457584
ENSG00000003096	KLHL13	-3.28308478159688	4.6342756604273	125.471631937181	1.9991716799925e-11	1.06860946569812e-09
ENSG00000003137	CYP26B1	-2.63325063264343	4.13781142493744	60.7866808890671	2.9399237094636e-08	3.67956484198491e-07
ENSG00000003147	ICA1	0.648156295270629	5.52227612279423	18.8894078465233	0.000190100036640918	0.000653336076053147
ENSG00000003249	DBNDD1	2.32718155246278	4.95468964199363	121.986170709159	2.70897093353703e-11	1.34887228375308e-09
ENSG00000003393	ALS2	0.240904678561511	5.27687911559451	5.7296122483473	0.0242215629016255	0.0439676097468748
ENSG00000003400	CASP10	-1.09277503189251	4.21704540841548	23.2956504901703	5.36481618425803e-05	0.000217864357460648
ENSG00000003402	CFLAR	-1.13765337940112	7.20936553528722	48.5746135986289	2.16934427628426e-07	1.97919541350662e-06
ENSG00000003436	TFPI	-2.47826681528912	6.07134915987403	55.2813018374493	6.96695250425951e-08	7.55322606728959e-07
ENSG00000003509	NDUFAF7	0.203697320815201	3.71262194982022	3.95123696446373	0.0575082240077474	0.092815909680639
ENSG00000003756	RBM5	-0.663854531645485	6.57109402357596	29.810775533162	1.01607782773118e-05	5.19314051587778e-05
ENSG00000003987	MTMR7	0.244089165322938	1.42708157441485	0.598899591309776	0.446007017838173	0.529920627897675
ENSG00000003989	SLC7A2	0.906332716909371	8.4033139435907	2.01840328210252	0.167333710775495	0.232808090282475
ENSG00000004059	ARF5	0.614955422876366	6.70687408514875	26.1980918921393	2.48774701128269e-05	0.000112573912979855
ENSG00000004139	SARM1	-0.68929710193357	2.940476194906	9.64350465201911	0.00456337035094207	0.0103350876617181
ENSG00000004142	POLDIP2	0.810213723229695	7.0650270756473	32.337596328888	5.62850157088678e-06	3.11336350903635e-05
ENSG00000004399	PLXND1	-0.070379980469263	7.66344377088676	0.102327649023238	0.751620999603027	0.804206532601427
ENSG00000004455	AK2	0.336418741391079	6.96880282422037	12.2757680289289	0.0016874793563346	0.00435271853605717
ENSG00000004468	CD38	-1.24270844294503	2.56311253610526	5.46640694493355	0.0273864494921898	0.0488652202812929
ENSG00000004478	FKBP4	2.221800453858	8.57313222992111	158.289271304841	1.54994575617632e-12	1.33852346787289e-10
ENSG00000004487	KDM1A	0.471063463527016	6.6234734272284	22.6708587633629	6.37017970362873e-05	0.000252061735552377
ENSG00000004534	RBM6	-0.588420376852029	6.25463981124283	16.2341921545798	0.000435934830408472	0.00133960402961616
ENSG00000004660	CAMKK1	-0.354714941888992	3.47830838354795	5.45081717086117	0.0275877832708334	0.0491926952309641
ENSG00000004700	RECQL	0.386188086766937	5.27497466294761	12.0982767376506	0.00179982487184303	0.00459942300105253
ENSG00000004766	VPS50	0.156389193413596	5.18037427981218	1.32838411830514	0.259622959235681	0.337314549998967
ENSG00000004776	HSPB6	-5.48309246076371	6.914583580904	117.422940837632	4.07742752114471e-11	1.84418509896619e-09
ENSG00000004777	ARHGAP33	0.559727438232614	3.36188704953876	6.41472804268969	0.0177217169550076	0.0334664100164656
ENSG00000004779	NDUFAB1	1.02734495110687	5.67286266026481	61.9860926651222	2.45431171303512e-08	3.16052675627798e-07
ENSG00000004799	PDK4	-4.07142673133121	8.18007720266279	125.587789555826	1.97927204701231e-11	1.06002292672839e-09
ENSG00000004809	SLC22A16	-1.31682301314582	-2.2489302310424	10.0381705065909	0.0039089418925746	0.00902829997503545
ENSG00000004838	ZMYND10	2.3005326285252	3.07009248793222	61.1940315666741	2.76429143981175e-08	3.48977587661935e-07
ENSG00000004846	ABCB5	-5.29241465677046	1.99575164387391	85.2164526225085	1.13404067363058e-09	2.59860812734503e-08
ENSG00000004848	ARX	0.330137156455241	-0.544163049190713	0.116462489621113	0.735657255972739	0.7910182755729
ENSG00000004864	SLC25A13	0.626956725427846	4.89133835103217	23.0376940679805	5.75744184071257e-05	0.000231394568452722
ENSG00000004866	ST7	0.196760722248204	5.11867026874191	2.70672051183641	0.112013570750786	0.165242888362674
ENSG00000004897	CDC27	0.532819884067812	6.73251830330764	10.9763206371658	0.00272803369165453	0.00660208521489386
ENSG00000004939	SLC4A1	-3.09312814705435	-1.70745930760106	22.8859751531125	6.00277738756386e-05	0.000239928772209036
ENSG00000004948	CALCR	-2.41185932887465	0.366058164322809	31.0405929594853	7.59590340588085e-06	4.03290664018285e-05
ENSG00000004961	HCCS	0.596628538502829	4.57242588426924	25.3943873615015	3.06337865118246e-05	0.000134611356493688
ENSG00000004975	DVL2	-0.233323973955246	4.91636090200594	3.47805782104536	0.073559990988115	0.114992100404828
ENSG00000005001	PRSS22	1.22845664800679	3.13400151641591	10.2602822639514	0.00358613960894991	0.00837301183620571
ENSG00000005007	UPF1	0.410936632967977	7.07159217084198	10.0240920616426	0.00393044270588548	0.00907081489622287
ENSG00000005020	SKAP2	-1.28475537503105	5.83080443938806	32.9093775066153	4.94266246248974e-06	2.7898381771018e-05
ENSG00000005022	SLC25A5	0.921285832839429	7.83718824015755	74.695964358727	4.17160518666873e-09	7.37099164537022e-08
ENSG00000005059	MCUB	0.450188382233583	4.38054560567696	4.00020722015653	0.0560865008407448	0.0908209569163238
ENSG00000005073	HOXA11	0.350962490167513	-0.575078164271351	0.972807590043973	0.333108508893365	0.415478649755996
ENSG00000005075	POLR2J	0.733260012163151	4.63040611761252	36.9459052852594	2.0471874315372e-06	1.32182300632081e-05
ENSG00000005100	DHX33	0.204143016334028	5.01429802178981	2.71012014176605	0.111799364292232	0.164988541718244
ENSG00000005102	MEOX1	-4.86251286714512	4.41410447212842	67.1627461128579	1.15769577814795e-08	1.72004961446875e-07
ENSG00000005108	THSD7A	-1.75890405694216	3.58025316045117	98.1120163106863	2.69820571812068e-10	8.16702245566976e-09
ENSG00000005156	LIG3	1.16363599170958	5.58255382932594	46.9096002674139	2.92322395922755e-07	2.54543043046295e-06
ENSG00000005175	RPAP3	0.942550147918438	5.46570269581133	63.8206722692372	1.87106434559367e-08	2.53129908846867e-07
ENSG00000005187	ACSM3	-2.17696351904514	2.4665346361182	73.6343015289103	4.79393944300868e-09	8.30598849577084e-08
ENSG00000005189	REXO5	1.00652412159108	3.32718954206438	30.0998209159383	9.48352709799534e-06	4.89842086130685e-05
ENSG00000005194	CIAPIN1	0.418118881991554	5.25870436827484	13.925205125129	0.000942264712771961	0.00261309436401938
ENSG00000005206	SPPL2B	0.132926450313483	4.99600850365314	0.736653483842343	0.398610668218096	0.483055859332006
ENSG00000005238	FAM214B	-0.196180174697977	4.38725657101167	1.69431904062262	0.204495039093749	0.276154241856712
ENSG00000005243	COPZ2	-1.22337576473264	4.60081510299425	16.7888816036909	0.000364820395357607	0.00114879348515354
ENSG00000005249	PRKAR2B	-1.97881057404956	7.46365328984386	24.4470093318172	3.93287208023066e-05	0.000166541403520034
ENSG00000005302	MSL3	-0.111633966375258	4.96977790632529	0.93863002094489	0.341593749184212	0.4244197130971
ENSG00000005339	CREBBP	-0.123826211182524	7.26979675595148	1.18109771657589	0.287146602998247	0.366984062056909
ENSG00000005379	TSPOAP1	-1.30604290533642	4.32816573663733	15.5491670734323	0.000545163017374966	0.0016266011644523
ENSG00000005381	MPO	-1.31902047362527	-1.18666110710833	8.92899476423427	0.0060732122295417	0.0132339709796077
ENSG00000005421	PON1	-0.633002117876141	-0.94699130074115	1.25010622574265	0.27379884292924	0.352632288966284
ENSG00000005436	GCFC2	-0.0599810037809482	4.78314899368069	0.313326258583537	0.580456823106942	0.656231562205872
ENSG00000005448	WDR54	0.894873782214449	3.52384192718431	22.3209273343901	7.02074765125456e-05	0.000274637219024126
ENSG00000005469	CROT	0.657174336251421	5.29855072339266	4.87718361230903	0.0362725745441908	0.0624388063740322
ENSG00000005471	ABCB4	0.396776971499538	0.918498650070234	3.82568285707701	0.0613427529467005	0.0983127633058092
ENSG00000005483	KMT2E	-0.221510205783165	6.98155241952151	3.57681666805072	0.0698291749688206	0.110075252425039
ENSG00000005486	RHBDD2	0.632088875291637	6.39192478144083	21.344963192442	9.24560969482007e-05	0.000348713557958718
ENSG00000005513	SOX8	-3.4351944785834	1.28294467586606	107.52412639088	1.03771129543237e-10	3.90165328561545e-09
ENSG00000005700	IBTK	0.522087504146678	6.57954351128219	16.214059466929	0.000438783326034444	0.00134740104245044
ENSG00000005801	ZNF195	0.203129396599231	4.69118439197162	1.93019041148164	0.176570676215296	0.243732799061424
ENSG00000005810	MYCBP2	-1.13917734863146	7.21466442248844	40.0309991389068	1.08500120617366e-06	7.69807659373793e-06
ENSG00000005812	FBXL3	-0.346741193393322	6.56409957492358	7.91823937075412	0.00922033362887311	0.0190095434074835
ENSG00000005844	ITGAL	0.687601693273004	4.81730677402482	6.15756808018475	0.019903501690019	0.0370442665142562
ENSG00000005882	PDK2	-0.385705989843561	5.39106870587551	3.17204549039701	0.0866448826287129	0.132425032110195
ENSG00000005884	ITGA3	-0.690771378693239	6.69719837155327	7.94698192621487	0.00910944303376761	0.0188188277071218
ENSG00000005889	ZFX	0.168582278802892	6.26517752595831	1.13871986114593	0.295771963347219	0.3763540937057
ENSG00000005893	LAMP2	0.403271128852084	8.09257231783627	12.7437317331322	0.00142614993256095	0.00375420588553266
ENSG00000005961	ITGA2B	0.443024184014729	0.219163231878644	1.4281988674864	0.242890303374611	0.319100239303893
ENSG00000005981	ASB4	-2.44008849634388	-1.16813088725261	21.3370592540216	9.26647611651577e-05	0.000349309872432019
ENSG00000006007	GDE1	0.609646901091912	6.8010772164664	16.7790680234316	0.000365963430570899	0.00115199902082547
ENSG00000006015	REX1BD	0.161183206913443	3.76129560597972	0.331949517537349	0.569488081007918	0.646236731353584
ENSG00000006016	CRLF1	-0.353692954970139	2.40004522683913	0.922405229937723	0.345727674855804	0.428669431740853
ENSG00000006025	OSBPL7	0.118289833562182	3.66133514082615	0.445041259967188	0.510601171288751	0.591311376128929
ENSG00000006042	TMEM98	-0.893721714617525	5.64069746275565	13.9261551638551	0.000941956150947864	0.00261250082611845
ENSG00000006047	YBX2	0.813270001747746	3.20650797887911	5.91578862639403	0.022227526160225	0.0408099282640086
ENSG00000006059	KRT33A	0.0881393334713464	-2.64193792488131	0.0152936096464593	0.902571825524347	0.925547233602929
ENSG00000006062	MAP3K14	-0.693245947698627	4.53724310871868	7.24693021499519	0.0122807704281257	0.0243596820830645
ENSG00000006071	ABCC8	0.592987375191531	3.07401729190021	1.22513245488687	0.278533213916765	0.357762740719953
ENSG00000006118	TMEM132A	2.12864750217604	5.65911393962938	72.1954380735816	5.80217646251201e-09	9.7060016066295e-08
ENSG00000006125	AP2B1	0.924688038216849	8.9525041672155	28.1761909037174	1.51173761278425e-05	7.31515827863642e-05
ENSG00000006128	TAC1	-3.42184822550805	0.0435581504268345	23.350489551027	5.28513305481408e-05	0.000215388072511115
ENSG00000006194	ZNF263	0.53836284663505	5.52004823574471	15.0865027239397	0.000635534565800419	0.00186028998261779
ENSG00000006210	CX3CL1	-4.03241929347773	7.74123291918892	141.971916804034	5.18915499579049e-12	3.635778312827e-10
ENSG00000006282	SPATA20	0.450421889460509	6.02531825321122	4.20902893601117	0.0504519602729185	0.0829263023935112
ENSG00000006283	CACNA1G	-1.99969207379083	0.892633060032981	20.4656085707191	0.000119113950536549	0.000435066616848734
ENSG00000006327	TNFRSF12A	0.887012974820444	4.88944588751291	5.17073301483484	0.0314994734105839	0.055262058640267
ENSG00000006377	DLX6	-1.88508087553795	-3.02061984216798	15.8326521344414	0.000496734389587879	0.0015012308460478
ENSG00000006432	MAP3K9	0.311550529156012	3.96365793306969	0.884541694168764	0.355652831259751	0.439186418390923
ENSG00000006451	RALA	0.498548640313986	6.41195688314966	26.8772924684238	2.09199856183292e-05	9.66438987901248e-05
ENSG00000006453	BAIAP2L1	1.0055194967725	5.03315814418487	34.2569479921567	3.6576176854997e-06	2.16434985032156e-05
ENSG00000006459	KDM7A	-0.258310045169511	5.62449366626917	4.80029651635502	0.0376521858162972	0.064460299531246
ENSG00000006468	ETV1	-0.845670395973566	4.41169490636901	11.6166281699126	0.00214771957561745	0.00536784213368801
ENSG00000006530	AGK	0.341332120009461	5.02592715308505	8.64211100617482	0.00682620027502998	0.0146552240988544
ENSG00000006534	ALDH3B1	0.135194165133883	4.03147322923788	0.461975938130587	0.502733752319941	0.583790538926026
ENSG00000006555	TTC22	-1.03306038784061	3.25320265761431	3.52765277646835	0.0716588659985618	0.112510241569812
ENSG00000006576	PHTF2	1.23821038948319	5.41457621380327	74.9712084502411	4.0248759020757e-09	7.16042594897812e-08
ENSG00000006606	CCL26	0.0166394155644686	-1.06473775389668	0.00169729662566675	0.967453881394236	0.975644564913685
ENSG00000006607	FARP2	0.475154876439487	5.37196576921777	11.1428272505429	0.00256230598551933	0.00625579343668404
ENSG00000006611	USH1C	-1.07731561505609	-1.36752695578429	4.30817446583392	0.0480015919965564	0.0794136182191288
ENSG00000006625	GGCT	1.86399256075176	6.12191571759202	157.74795440725	1.6105044129594e-12	1.38648876797923e-10
ENSG00000006634	DBF4	1.6063935488573	3.76919491606085	190.675649286386	1.8825152571122e-13	2.40848653380998e-11
ENSG00000006638	TBXA2R	0.220132793425361	1.39914248663028	1.21335063382222	0.280804052467229	0.360110445493149
ENSG00000006652	IFRD1	-0.596028746448849	5.40136578900791	14.8831409673094	0.000680280832016419	0.00197557385380136
ENSG00000006659	LGALS14	-2.82636926934897	-3.69977760901109	12.4694951409406	0.00258533158774279	0.00630309999358376
ENSG00000006695	COX10	0.146393653243429	4.05454438122853	1.80138454302	0.19119624864843	0.260910983724229
ENSG00000006704	GTF2IRD1	1.27824301198135	4.87840476141048	77.2087231804615	3.01935497375786e-09	5.71114816562618e-08
ENSG00000006712	PAF1	0.221184347426561	6.06083107668777	3.18278771093831	0.0861427304337605	0.131762570185253
ENSG00000006715	VPS41	0.282569338052215	6.33165860869851	5.79077187703268	0.0235455157177313	0.0429208658878301
ENSG00000006740	ARHGAP44	-0.341805686463987	3.46630792228093	1.37396308141544	0.251804601400323	0.328764063105827
ENSG00000006744	ELAC2	-0.023708005913861	6.0789221957826	0.0491231917252352	0.826334783461296	0.864270749411585
ENSG00000006747	SCIN	0.390184404377974	4.21051572801987	0.974879968585742	0.332603455234364	0.414942299543135
ENSG00000006756	ARSD	0.0388872395263161	6.77899293116177	0.0212149170485687	0.885322974794367	0.911953943955656
ENSG00000006757	PNPLA4	0.242604271523748	5.04160207103018	1.43478985754479	0.241834621715954	0.317894675884525
ENSG00000006788	MYH13	0.353108066913299	-1.17790269675722	0.787876602601132	0.38291419063018	0.467292279004859
ENSG00000006831	ADIPOR2	0.43023689947175	7.68108872398204	3.74902283461711	0.0638256710342042	0.101755072056665
ENSG00000006837	CDKL3	0.276009198443597	0.12265614395011	3.17588563438277	0.0864649883879334	0.132189641187239
ENSG00000007001	UPP2	-1.36294551965899	-1.98379569784334	13.9346822696613	0.000939191540490978	0.00260587933950484
ENSG00000007038	PRSS21	-0.871992539087085	2.082404416887	1.67038301544065	0.207622633930827	0.27972169894103
ENSG00000007047	MARK4	0.336960611139773	5.1188876656088	4.86117023088388	0.0365551993435827	0.0628587476734434
ENSG00000007062	PROM1	-4.46024823670061	6.51586277354478	26.8296233013986	2.11742875848295e-05	9.77206809296533e-05
ENSG00000007080	CCDC124	0.489072236044986	5.07361353929967	3.95106507979567	0.0575132852314551	0.092815909680639
ENSG00000007129	CEACAM21	-0.26989904697379	0.435966280419677	0.946386830252377	0.33964179225255	0.422544659875061
ENSG00000007168	PAFAH1B1	-0.337793804393876	7.516419310766	6.98477215335401	0.0137652446253212	0.0268721768310787
ENSG00000007171	NOS2	0.130474815331943	-0.101402266473477	0.290938798573599	0.5942279657255	0.668464130620541
ENSG00000007174	DNAH9	-2.76644169242726	0.758431290131734	34.9551890842055	3.13790943746177e-06	1.90211466512529e-05
ENSG00000007202	KIAA0100	0.116527608534755	7.93773806527255	0.3891359775082	0.538211283184212	0.617592028019586
ENSG00000007216	SLC13A2	-3.36949940271655	4.41632326685886	9.57234688111096	0.00469359825687917	0.0105935632006579
ENSG00000007237	GAS7	-1.38708999088687	6.29922758950298	23.6062328485577	4.93003594190967e-05	0.000203121246667706
ENSG00000007255	TRAPPC6A	0.509367289366764	4.06191178013037	10.658283654217	0.00307790680608817	0.00732879153767417
ENSG00000007264	MATK	-0.712846044398542	1.73282895330529	3.40050307389084	0.0766490746020647	0.119199702922474
ENSG00000007306	CEACAM7	1.67412507300878	-0.957515271159808	10.7535074178506	0.00296829222528134	0.00710804868440336
ENSG00000007312	CD79B	-1.71341859201904	2.2060362250226	22.035651163197	7.60425820681686e-05	0.000293701852614094
ENSG00000007314	SCN4A	-4.11804499713401	3.54972900774977	103.502388944394	1.5476114829622e-10	5.32605770008223e-09
ENSG00000007341	ST7L	-0.075023593890764	3.57325016677019	0.321746210038602	0.575445374209548	0.651685637090438
ENSG00000007350	TKTL1	-2.93952647524381	-2.2050448767912	69.0987390972291	8.83645382092842e-09	1.36804146409724e-07
ENSG00000007372	PAX6	-0.470824900501448	1.78759427688215	5.69082815168319	0.0246613807607551	0.0446340465861201
ENSG00000007376	RPUSD1	1.28881807347058	4.4032612389139	59.4898973764819	3.58395902119038e-08	4.32689853868921e-07
ENSG00000007384	RHBDF1	0.181184411131549	5.3390905623787	1.33837648064534	0.257882451603174	0.335431683613561
ENSG00000007392	LUC7L	0.0711224893501849	5.05325052123206	0.375617712617169	0.545303910374674	0.624253254482357
ENSG00000007402	CACNA2D2	0.558177472685736	3.96836679426619	1.56421780154364	0.222232965158639	0.296128353101434
ENSG00000007516	BAIAP3	0.173589968163775	3.59385499693495	0.232016836694861	0.634078637625002	0.703763169211143
ENSG00000007520	TSR3	0.502789640904502	4.91299200457882	6.71167316683447	0.0155240995977878	0.0298150317871196
ENSG00000007541	PIGQ	0.931756249085626	5.71393499625833	36.9771591424251	2.03373561159926e-06	1.31467330120574e-05
ENSG00000007545	CRAMP1	0.053188539334015	4.70740310387538	0.0976468972652266	0.757174745586608	0.808614758058736
ENSG00000007866	TEAD3	-0.207108730503268	5.22909991118704	2.20880684731031	0.149300555198158	0.211219804899421
ENSG00000007908	SELE	-1.35673434839115	4.5117210560617	4.90823493113578	0.0357314478590997	0.0616417105678395
ENSG00000007923	DNAJC11	0.303237280886933	5.07558654772586	4.17358825613597	0.0513616872625655	0.0842429980138173
ENSG00000007933	FMO3	-1.58398419714308	2.21006097245988	28.61878378695	1.35587168301842e-05	6.65887932472261e-05
ENSG00000007944	MYLIP	-0.166377172470028	5.97234046418379	0.729605620276563	0.400844957085159	0.485295294359431
ENSG00000007952	NOX1	1.2021379468866	0.241483743911695	25.4940078388802	2.98479644212781e-05	0.000131701819700147
ENSG00000007968	E2F2	2.96281335401263	3.13109521998769	107.21470314518	1.06965275320587e-10	3.98918405328533e-09
ENSG00000008018	PSMB1	0.535603197504278	7.19308567707616	23.6627877559232	4.8550415118443e-05	0.000200651842490772
ENSG00000008056	SYN1	1.13405236437215	1.92995617453611	5.3459090514714	0.0289860443753125	0.0513776753455045
ENSG00000008083	JARID2	0.652274812296512	5.3427661385597	15.5644041507412	0.000542433999361375	0.00161985774501314
ENSG00000008086	CDKL5	-0.204907528423417	4.7352847523165	1.89640447369221	0.180271198159136	0.248258063543515
ENSG00000008118	CAMK1G	0.629283851144008	-1.52618323599096	2.60791905389303	0.118452821225523	0.173501018421971
ENSG00000008128	CDK11A	-0.0838617227529361	2.26381958426183	0.104795452450731	0.748749376310983	0.801916629829976
ENSG00000008130	NADK	-0.0958274164351428	6.04721144617202	0.319928959174043	0.576519550838047	0.652607946070104
ENSG00000008196	TFAP2B	-1.56206410806319	5.51789212181333	1.38328105528856	0.250243656544376	0.327081466613244
ENSG00000008226	DLEC1	-2.40566357120299	0.591411023249575	71.3383807233714	6.50966628529542e-09	1.06396929225806e-07
ENSG00000008256	CYTH3	-0.979487868243852	5.76314380872546	35.3548084645927	2.87676758799956e-06	1.76783349553853e-05
ENSG00000008277	ADAM22	-0.969723884055289	3.68060346398483	17.3926069985905	0.00030141263776937	0.000973645615985569
ENSG00000008282	SYPL1	0.086797706084716	7.41421745250807	0.370565437904413	0.548000135616158	0.626664890662606
ENSG00000008283	CYB561	1.52107703962641	7.44785207790372	63.1504482934709	2.06467716341013e-08	2.72862704999574e-07
ENSG00000008294	SPAG9	0.0236517298409929	7.14530967886645	0.0301779647049087	0.863438055391685	0.894445052320321
ENSG00000008300	CELSR3	2.6187263059713	3.80215102996432	55.9969914239994	6.20707857814367e-08	6.84760944139722e-07
ENSG00000008311	AASS	-1.8470194715801	3.62825367261997	58.3839477160231	4.25393532252291e-08	4.9812501117763e-07
ENSG00000008323	PLEKHG6	-1.41090611222892	4.24337384489307	12.4281499715742	0.00159708776099707	0.00414895410276679
ENSG00000008324	SS18L2	0.425990461616014	3.85370604951907	7.16349145489405	0.0127332507191018	0.0251273481592672
ENSG00000008382	MPND	0.584152989809358	3.98899819288032	7.31391526620466	0.0119302700977341	0.0237633713529538
ENSG00000008394	MGST1	-0.429793182922884	8.31849866435301	1.12835855295021	0.297933205128169	0.378598616991628
ENSG00000008405	CRY1	0.396177949221692	5.08930416176945	7.73548493733695	0.00996091831857858	0.0203391442096881
ENSG00000008438	PGLYRP1	-1.23968052219435	-3.73755183411252	5.55704212444572	0.0265794281388012	0.0476282256915945
ENSG00000008441	NFIX	-1.53772329628747	7.6560832080875	26.732706120204	2.17016607076241e-05	9.97879190774028e-05
ENSG00000008513	ST3GAL1	0.976673107521663	7.12797101099438	13.3015868699783	0.00117056383263602	0.00315780276404689
ENSG00000008516	MMP25	-0.230122878440746	1.67842293883162	0.329625180868305	0.570834289117164	0.647496836041984
ENSG00000008517	IL32	0.246749443917088	4.78113210009989	0.933836065234778	0.342807966527284	0.425526575707743
ENSG00000008710	PKD1	-0.842640896615575	6.22203030690502	16.1054481468651	0.000454501850896321	0.00138959064774767
ENSG00000008735	MAPK8IP2	3.08939454119572	4.73844984363712	58.6501463082051	4.08117836219588e-08	4.8142091816906e-07
ENSG00000008838	MED24	0.409929045178594	6.46477237097283	5.17986086709987	0.0313626911174947	0.0550465524948852
ENSG00000008853	RHOBTB2	-0.391254175994016	4.50624672729155	4.47514725968832	0.0441705011525478	0.0739520052920549
ENSG00000008869	HEATR5B	0.102062759011692	6.06751532736245	0.560792473542382	0.46069035035396	0.543811790698034
ENSG00000008952	SEC62	-0.0165250993802209	7.76520888150695	0.022410777701022	0.882159486164939	0.90964467911075
ENSG00000008988	RPS20	-0.277466715634819	9.71471814369297	2.77071989291534	0.108059765994658	0.16016259765419
ENSG00000009307	CSDE1	-0.487660159524658	9.77788129245985	20.6452966269393	0.000113056808569355	0.00041580625157536
ENSG00000009335	UBE3C	0.482389277355462	6.98970671730537	21.5813612950042	8.64439574557828e-05	0.000328548860444307
ENSG00000009413	REV3L	-0.961593243770118	5.77552600714302	27.6489322484616	1.72309881378157e-05	8.19443051434413e-05
ENSG00000009694	TENM1	-3.02437653276102	1.43476066769687	49.8340414193131	1.73903861760486e-07	1.63965650622689e-06
ENSG00000009709	PAX7	5.2600137259971	0.904489254819652	46.2381659946764	5.05551591668698e-07	4.03084773103418e-06
ENSG00000009724	MASP2	-1.80267577079426	0.971467139157075	41.8231049283639	7.60905730362576e-07	5.71092608869359e-06
ENSG00000009765	IYD	2.65807146633082	1.16481112414388	19.8343625362051	0.000143334889535242	0.000511302397354642
ENSG00000009780	FAM76A	-0.368693426719972	4.2355769664595	9.07129597643513	0.00573375730412406	0.0125860746482896
ENSG00000009790	TRAF3IP3	0.167424498814428	2.69557422609899	0.428371816355525	0.518560942542604	0.598597813164782
ENSG00000009830	POMT2	-0.121002448181307	4.69453522858535	0.935590256086826	0.342362964188019	0.425203384806791
ENSG00000009844	VTA1	0.806940085577668	6.0965536165135	32.6867273855749	5.19836645344831e-06	2.90980062671752e-05
ENSG00000009950	MLXIPL	-4.24969174179439	4.10771497251408	44.7640518273859	4.338573115465e-07	3.54199314758863e-06
