Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	negative regulation of smooth muscle cell migration (GO:0014912)	5/14	8.120632578675278e-07	0.0003767235277179995	0	0	26.260504201680675	368.26910703890053	MEF2C;IGFBP5;IGFBP3;TPM1;PRKG1
GO_Biological_Process_2018	cell morphogenesis involved in neuron differentiation (GO:0048667)	10/97	8.155766328013625e-07	0.0003468239630987794	0	0	7.580351728320193	106.27175901283847	MEF2A;APP;MEF2C;ECM2;MAP1B;OMD;OGN;PRELP;ANK3;FMOD
GO_Biological_Process_2018	negative regulation of cell migration (GO:0030336)	11/121	8.191684737430889e-07	0.00032155513242392166	0	0	6.6844919786096275	93.68299510429169	CLIC4;JAG1;IGFBP5;IGFBP3;TPM1;PHLDB2;VCL;PFN2;PTPRG;RHOB;CLASP2
GO_Biological_Process_2018	cardiac muscle cell development (GO:0055013)	6/27	1.3942015327695938e-06	0.0005081864586945169	0	0	16.33986928104575	220.31354059648163	PDGFRB;PDGFRA;NEXN;MYH11;SORBS2;PDLIM5
GO_Biological_Process_2018	post-translational protein modification (GO:0043687)	18/357	2.1063844836056497e-06	0.000716592001322642	0	0	3.707365299060801	48.45725752014688	APP;IGFBP5;EPAS1;LAMB2;IGFBP3;LMO7;FBXO32;FSTL1;PRSS23;LTBP1;CYR61;KTN1;VCAN;SPARCL1;IGFBP7;GAS6;MFGE8;SKP1
GO_Biological_Process_2018	regulation of signal transduction (GO:0009966)	14/233	4.0014468560807935e-06	0.001276211456661268	0	0	4.4180762433728855	54.911627011858435	PDGFRB;APP;PDGFRA;IGFBP5;IGFBP3;IGFBP2;ILK;NUCKS1;CLU;RGS5;IGFBP6;OGT;CD55;FGFR1
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	22/534	4.336645475012399e-06	0.0013017589328816626	0	0	3.0293016082837627	37.40705657858833	APP;ACTN1;IGFBP3;CAV1;ITGA1;FHL1;PKD2;CLU;CYR61;RHOB;CTGF;SFRP4;GJA1;NOV;FRZB;ADAMTS1;CDH13;MYH9;APBB2;IGFBP7;IGFBP6;SKIL
GO_Biological_Process_2018	actin filament organization (GO:0007015)	10/120	5.723486389471453e-06	0.001622608391415157	0	0	6.127450980392156	73.96404674999181	EPS8;GSN;TPM2;ACTN1;TPM1;LMOD1;PLS3;DSTN;FLNA;RHOB
GO_Biological_Process_2018	sulfur compound catabolic process (GO:0044273)	6/35	6.978167460498888e-06	0.0018741888711013585	0	0	12.605042016806724	149.65618761095604	VCAN;OMD;OGN;BGN;PRELP;FMOD
GO_Biological_Process_2018	glycosaminoglycan catabolic process (GO:0006027)	7/56	1.0456201866391332e-05	0.0026678999062097484	0	0	9.191176470588236	105.40730951797458	VCAN;OMD;OGN;BGN;PRELP;FMOD;HSPG2
GO_Biological_Process_2018	cell junction assembly (GO:0034329)	7/59	1.4856089741094738e-05	0.003610029807086023	0	0	8.723828514456631	96.9836800254364	TJP1;CDH11;ILK;CDH13;FLNA;TLN1;VCL
GO_Biological_Process_2018	negative regulation of vascular smooth muscle cell proliferation (GO:1904706)	4/12	1.520002663016593e-05	0.003525715267897125	0	0	24.509803921568626	271.91699456198467	CNN1;MEF2C;TPM1;PRKG1
GO_Biological_Process_2018	keratan sulfate catabolic process (GO:0042340)	4/12	1.520002663016593e-05	0.003372423299727685	0	0	24.509803921568626	271.91699456198467	OMD;OGN;PRELP;FMOD
GO_Biological_Process_2018	positive regulation of supramolecular fiber organization (GO:1902905)	8/84	1.8841959345570453e-05	0.004006271605851918	0	0	7.002801120448179	76.18644464278363	APP;NCKAP1;CTTN;SYNPO2;LMOD1;SYNPO;CLU;PFN2
GO_Biological_Process_2018	regulation of vascular smooth muscle cell proliferation (GO:1904705)	5/25	1.906502569746144e-05	0.003891553045365829	0	0	14.705882352941178	159.8184561289541	CNN1;MEF2C;MMP2;TPM1;PRKG1
GO_Biological_Process_2018	regulation of muscle contraction (GO:0006937)	5/26	2.334320555337313e-05	0.004581552997648579	0	0	14.140271493212671	150.8088885593605	CNN1;CAV1;TPM1;PPP1R12B;MYL9
GO_Biological_Process_2018	response to hydrogen peroxide (GO:0042542)	6/43	2.392675683091969e-05	0.004522157041043822	0	0	10.259917920656637	109.17079198934731	NET1;HBB;HBA1;AQP1;RHOB;SOD1
GO_Biological_Process_2018	axon development (GO:0061564)	8/94	4.280071083582249e-05	0.00780042954982865	0	0	6.257822277847309	62.94715799249581	APP;ECM2;MAP1B;OMD;OGN;PRELP;ANK3;FMOD
GO_Biological_Process_2018	negative regulation of complement activation (GO:0045916)	3/6	4.827066830703694e-05	0.00849397311623481	0	0	36.76470588235294	365.39288467660316	SERPING1;A2M;CD55
GO_Biological_Process_2018	negative regulation of endothelial cell proliferation (GO:0001937)	5/30	4.837154015176749e-05	0.00822799897981565	0	0	12.254901960784313	121.772045717924	MEF2C;SPARC;CAV2;CAV1;NR2F2
GO_Biological_Process_2018	extracellular matrix assembly (GO:0085029)	4/16	5.3538135336371865e-05	0.00881306789101631	0	0	18.38235294117647	180.79257992582862	MFAP4;MYH11;GAS6;FBLN5
GO_Biological_Process_2018	axonogenesis (GO:0007409)	12/223	5.790144989880397e-05	0.009233471838549894	0	0	3.9567396465312585	38.604991290960434	ENAH;APP;ECM2;MAP1B;OMD;OGN;PRELP;ANK3;FMOD;SPTAN1;SPTBN1;PDLIM7
GO_Biological_Process_2018	regulation of nitric oxide biosynthetic process (GO:0045428)	5/32	6.685255843897642e-05	0.010337836536790808	0	0	11.488970588235295	110.44371534708395	PTGIS;CAV1;HBB;PKD2;CLU
GO_Biological_Process_2018	regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	4/17	6.926464657035053e-05	0.010395808572014671	0	0	17.301038062283734	165.70200575154757	IGFBP5;IGFBP3;IGFBP2;IGFBP6
GO_Biological_Process_2018	elastic fiber assembly (GO:0048251)	3/7	8.362346603733128e-05	0.0121923013482429	0	0	31.512605042016805	295.87772215444613	MFAP4;MYH11;FBLN5
GO_Biological_Process_2018	response to calcium ion (GO:0051592)	7/79	0.0001001902411705609	0.01420196668592701	0	0	6.515264333581535	59.995419185543184	MEF2A;CLIC4;MEF2C;CAV1;PKD2;ADD1;SEC31A
GO_Biological_Process_2018	actin filament bundle organization (GO:0061572)	5/35	0.00010424200388171221	0.014376944481307496	0	0	10.504201680672267	96.31087606724294	EPS8;PLS3;PAWR;ADD1;RHOB
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	14/316	0.00011651426827152029	0.015646639762883368	0	0	3.2576321667907675	29.505992985000816	PDGFRB;PDGFRA;CLIC4;JAG1;IGFBP5;TPM1;NEXN;ACTN4;CYR61;MYLK;RHOB;FLNA;CDH13;VCL
GO_Biological_Process_2018	regulation of vascular associated smooth muscle cell migration (GO:1904752)	3/8	0.00013245164511389152	0.017330788333748418	0	0	27.573529411764714	246.21212100227203	MEF2C;TPM1;PRKG1
GO_Biological_Process_2018	aorta development (GO:0035904)	3/8	0.00013245164511389152	0.01689751862540471	0	0	27.573529411764714	246.21212100227203	PDGFRB;JAG1;PKD2
GO_Biological_Process_2018	regulation of amyloid fibril formation (GO:1905906)	3/8	0.00013245164511389152	0.016485384024785082	0	0	27.573529411764714	246.21212100227203	APP;CLU;CRYAB
GO_Biological_Process_2018	integrin-mediated signaling pathway (GO:0007229)	6/58	0.0001339622950842621	0.016276418852737843	0	0	7.606490872210954	67.83432183754813	ITGB1;DST;ADAMTS1;ITGA11;ILK;MYH9
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	25/815	0.00013607973823386246	0.016149183818776745	0	0	2.255503428365212	20.079099453035887	ITGB1;HSPB1;TNFRSF11B;KALRN;CLU;AQP1;FRZB;FLNA;TGM2;PDGFRB;PDGFRA;MEF2C;PTGIS;ACTN1;IGFBP3;PAWR;ACTN4;RHOB;SOD1;NET1;SFRP4;GAS6;IL6ST;CRYAB;FGFR1
GO_Biological_Process_2018	actin filament bundle assembly (GO:0051017)	5/37	0.00013689994992371668	0.015877282828652868	0	0	9.936406995230524	88.39686199778669	EPS8;PLS3;PAWR;ADD1;RHOB
GO_Biological_Process_2018	regulation of angiogenesis (GO:0045765)	10/177	0.00016092225500221772	0.01824858371725149	0	0	4.1542040545031576	36.2852658598905	ITGB1;FOXC1;SPARC;PTGIS;COL4A2;ROCK1;HSPB1;HSPG2;AQP1;RHOB
GO_Biological_Process_2018	regulation of stress fiber assembly (GO:0051492)	6/60	0.00016198189179786668	0.0179694259531416	0	0	7.352941176470589	64.17666182356724	ROCK1;TPM1;PHLDB2;CTGF;PFN2;CLASP2
GO_Biological_Process_2018	response to reactive oxygen species (GO:0000302)	6/60	0.00016198189179786668	0.017587097741372633	0	0	7.352941176470589	64.17666182356724	PDGFRA;TPM1;HBB;HBA1;PKD2;SOD1
GO_Biological_Process_2018	muscle organ development (GO:0007517)	6/60	0.00016198189179786668	0.0172206998717607	0	0	7.352941176470589	64.17666182356724	MEF2A;MEF2C;TAGLN;FHL1;ITGA11;AEBP1
GO_Biological_Process_2018	actin crosslink formation (GO:0051764)	3/9	0.00019668008036128668	0.020482825511911145	0	0	24.509803921568626	209.16500261842182	EPS8;FLNA;PLS3
GO_Biological_Process_2018	regulation of muscle system process (GO:0090257)	3/9	0.00019668008036128668	0.020073169001672917	0	0	24.509803921568626	209.16500261842182	TPM1;PPP1R12B;MYL9
GO_Biological_Process_2018	regulation of ATPase activity (GO:0043462)	5/40	0.00019990034909475758	0.020001793753540158	0	0	9.191176470588236	78.28760634294561	PLN;TPM2;TPM1;DNAJC10;PFN2
GO_Biological_Process_2018	protein localization to cell periphery (GO:1990778)	8/117	0.00020048283646945675	0.01967430604814688	0	0	5.027652086475618	42.80936107855936	ROCK1;CAV1;SLMAP;FLNA;ANK3;GAS6;SPTBN1;CLASP2
GO_Biological_Process_2018	cellular response to reactive oxygen species (GO:0034614)	6/65	0.00025252933598249577	0.02431428682110709	0	0	6.787330316742081	56.22612986802208	NET1;PDGFRA;TPM1;PKD2;AQP1;RHOB
GO_Biological_Process_2018	cellular response to calcium ion (GO:0071277)	5/42	0.00025276979669739525	0.023886745787903854	0	0	8.753501400560223	72.5055267674957	MEF2A;CLIC4;MEF2C;PKD2;ADD1
GO_Biological_Process_2018	regulation of phospholipase C activity (GO:1900274)	3/10	0.0002781485119252793	0.025807124660994548	0	0	22.058823529411764	180.60342730935463	PDGFRB;PDGFRA;FGFR1
GO_Biological_Process_2018	gas transport (GO:0015669)	3/10	0.0002781485119252793	0.025346283149191073	0	0	22.058823529411764	180.60342730935463	HBB;HBA1;AQP1
GO_Biological_Process_2018	actin filament capping (GO:0051693)	3/10	0.0002781485119252793	0.024901611514994742	0	0	22.058823529411764	180.60342730935463	EPS8;GSN;ADD1
GO_Biological_Process_2018	regulation of actin filament bundle assembly (GO:0032231)	4/24	0.0002869183577783132	0.025243868616254	0	0	12.254901960784313	99.95481434245882	ROCK1;SYNPO2;SYNPO;PFN2
GO_Biological_Process_2018	regulation of smooth muscle cell proliferation (GO:0048660)	5/44	0.00031563617632345535	0.027299854369128684	0	0	8.355614973262032	67.35394676159639	PDGFRB;IGFBP5;IGFBP3;OGN;CDH13
GO_Biological_Process_2018	positive regulation of actin filament bundle assembly (GO:0032233)	5/44	0.00031563617632345535	0.026844856796309872	0	0	8.355614973262032	67.35394676159639	SYNPO2;TPM1;SYNPO;CTGF;PFN2
GO_Biological_Process_2018	regulation of cell death (GO:0010941)	7/96	0.00033872123195947723	0.028335974535888726	0	0	5.361519607843138	42.84032766112928	NOV;HBB;HBA1;CLU;CRYAB;CYR61;CTGF
GO_Biological_Process_2018	protein localization to membrane (GO:0072657)	9/160	0.0003519421613348585	0.02896711047244812	0	0	4.1360294117647065	32.88988666926096	ROCK1;CAV1;SLMAP;CPE;FLNA;ANK3;GAS6;SPTBN1;CLASP2
GO_Biological_Process_2018	glycosaminoglycan biosynthetic process (GO:0006024)	7/99	0.0004087217791597093	0.03310646411193645	0	0	5.199049316696375	40.56545689218056	VCAN;OMD;OGN;BGN;PRELP;FMOD;HSPG2
GO_Biological_Process_2018	actomyosin structure organization (GO:0031032)	6/71	0.00040912027983442404	0.0326209498124229	0	0	6.2137531068765535	48.476603329104606	EPB41L4A;TPM1;LMOD1;MYH9;SORBS1;MYH10
GO_Biological_Process_2018	cellular response to metal ion (GO:0071248)	7/100	0.00043446492495278376	0.034108838646677776	0	0	5.147058823529412	39.84541719939721	MEF2A;MEF2C;CLIC4;ANK3;PKD2;ADD1;AQP1
GO_Biological_Process_2018	blood circulation (GO:0008015)	5/50	0.0005762854861336556	0.04455734599606128	0	0	7.352941176470589	54.844907238282744	PLN;CYB5R3;ELN;SERPING1;SOD1
GO_Biological_Process_2018	positive regulation of phosphorylation (GO:0042327)	10/208	0.0005825903397229125	0.044372514979194366	0	0	3.535067873303168	26.32927847460587	PDGFRB;APP;PDGFRA;FAM129A;NPTN;ITLN1;ILK;GAS6;CYR61;FGFR1
GO_Biological_Process_2018	keratan sulfate biosynthetic process (GO:0018146)	4/29	0.0006079708929909007	0.04562463921959657	0	0	10.141987829614603	75.10530984294425	OMD;OGN;PRELP;FMOD
GO_Biological_Process_2018	positive regulation of actin filament polymerization (GO:0030838)	5/51	0.0006319107057762839	0.046733917848933014	0	0	7.208765859284892	53.10526573045139	NCKAP1;GSN;CTTN;LMOD1;PFN2
GO_Biological_Process_2018	positive regulation of cytoskeleton organization (GO:0051495)	6/77	0.0006328859396630668	0.04613738500143756	0	0	5.729564553093965	42.19950539817815	NCKAP1;CTTN;SYNPO2;LMOD1;SYNPO;PFN2
GO_Biological_Process_2018	extracellular matrix disassembly (GO:0022617)	6/78	0.0006779289751788687	0.048724951554053056	0	0	5.656108597285066	41.269615564957924	ELN;MMP2;TIMP2;HTRA1;A2M;HSPG2
GO_Biological_Process_2018	cell-cell junction assembly (GO:0007043)	6/79	0.0007254145584216205	0.05141375682813235	0	0	5.58451228592703	40.3691395856747	TJP1;GJA1;CDH11;CDH13;TLN1;VCL
GO_Biological_Process_2018	circulatory system development (GO:0072359)	7/109	0.0007293402630894827	0.050983881678707266	0	0	4.722072315164597	34.109276356916425	MEF2A;GJA1;MEF2C;FOXC1;MICAL2;PKD2;HSPG2
GO_Biological_Process_2018	smooth muscle contraction (GO:0006939)	3/14	0.0008103673564198415	0.0558824948623034	0	0	15.756302521008402	112.1537219537643	ROCK1;MYH11;MYLK
GO_Biological_Process_2018	cellular response to osmotic stress (GO:0071470)	3/14	0.0008103673564198415	0.05513739493080602	0	0	15.756302521008402	112.1537219537643	PKD2;AQP1;MYLK
GO_Biological_Process_2018	cell morphogenesis involved in differentiation (GO:0000904)	5/54	0.0008230378267403663	0.055262658287580126	0	0	6.8082788671023975	48.355857818123425	MEF2C;ACTN1;ITGA8;ILK;ANTXR1
GO_Biological_Process_2018	skeletal system development (GO:0001501)	8/146	0.000884047699736451	0.058588252100715714	0	0	4.0290088638195005	28.32795945932505	VCAN;FRZB;CDH11;PLS3;TNFRSF11B;PRELP;AEBP1;FGFR1
GO_Biological_Process_2018	endodermal cell differentiation (GO:0035987)	4/32	0.0008915226345500537	0.058326153898832375	0	0	9.191176470588236	64.54576959279048	COL4A2;MMP2;COL6A1;COL8A1
GO_Biological_Process_2018	regulation of protein phosphorylation (GO:0001932)	11/261	0.0009366053982849783	0.060499966423395515	0	0	3.098940725715574	21.609683759523353	APP;IGFBP3;DNAJC10;FAM129A;NPTN;ITLN1;ILK;HSPB1;GAS6;CYR61;SOD1
GO_Biological_Process_2018	positive regulation of phosphoprotein phosphatase activity (GO:0032516)	3/15	0.0010028136488024722	0.0639669756229877	0	0	14.705882352941178	101.54331736882686	PDGFRB;PPP1R12A;ITGA1
GO_Biological_Process_2018	receptor-mediated endocytosis (GO:0006898)	9/188	0.0011204000024328958	0.07058520015327244	0	0	3.520025031289112	23.915294747990387	ITGB1;SPARC;CTTN;CAV2;CAV1;HBB;HBA1;HSPG2;PDLIM7
GO_Biological_Process_2018	keratan sulfate metabolic process (GO:0042339)	4/34	0.001125531009623295	0.07004371636716676	0	0	8.650519031141869	58.73270195616532	OMD;OGN;PRELP;FMOD
GO_Biological_Process_2018	aorta morphogenesis (GO:0035909)	3/16	0.001221878444752376	0.0751234422117033	0	0	13.786764705882351	92.47287539834332	PDGFRB;JAG1;MYLK
GO_Biological_Process_2018	myoblast differentiation (GO:0045445)	3/16	0.001221878444752376	0.07422911551870684	0	0	13.786764705882351	92.47287539834332	MBNL1;JAG1;EPAS1
GO_Biological_Process_2018	mitotic cytokinesis (GO:0000281)	5/59	0.0012330680773265735	0.07402760468938242	0	0	6.231306081754735	41.738844987346546	SEPT7;ANK3;MYH10;SPTBN1;RHOB
GO_Biological_Process_2018	cellular protein modification process (GO:0006464)	26/1001	0.0012380490116776911	0.0734623733324565	0	0	1.9098548510313216	12.784985706842964	APP;EPAS1;ILK;FSTL1;PRSS23;LTBP1;CYR61;PPP1CB;MAN2A1;STK38L;IGFBP7;SKP1;MGEA5;PPP1R12A;IGFBP5;LAMB2;IGFBP3;LMO7;FBXO32;KTN1;VCAN;SPARCL1;CPE;GAS6;MFGE8;FGFR1
GO_Biological_Process_2018	positive regulation of osteoblast differentiation (GO:0045669)	4/35	0.0012573108546932244	0.07374778495976465	0	0	8.403361344537815	56.12420236190343	MEF2C;NPNT;IL6ST;CYR61
GO_Biological_Process_2018	positive regulation of cell differentiation (GO:0045597)	9/194	0.0013942878897582002	0.08085285342541018	0	0	3.411158277744088	22.429632810046407	MEF2A;MEF2C;FOXC1;FRZB;ADIRF;NPNT;IL6ST;CYR61;CTGF
GO_Biological_Process_2018	muscle cell differentiation (GO:0042692)	4/36	0.0013995103571758866	0.08024383542324212	0	0	8.169934640522875	53.68981085302527	MBNL1;MEF2C;JAG1;SYNE1
GO_Biological_Process_2018	endoderm formation (GO:0001706)	4/36	0.0013995103571758866	0.07935223725187276	0	0	8.169934640522875	53.68981085302527	COL4A2;MMP2;COL6A1;COL8A1
GO_Biological_Process_2018	actin cytoskeleton reorganization (GO:0031532)	5/61	0.00143337004413062	0.08037898170547862	0	0	6.0270009643201545	39.463156539865984	GSN;CTTN;MYH9;FLNA;ANTXR1
GO_Biological_Process_2018	cardiac myofibril assembly (GO:0055003)	3/17	0.0014688684212084148	0.08147429949376675	0	0	12.975778546712803	84.64441552053991	MEF2A;PDGFRB;PDGFRA
GO_Biological_Process_2018	ureteric bud development (GO:0001657)	3/17	0.0014688684212084148	0.08059823175727464	0	0	12.975778546712803	84.64441552053991	FOXC1;NPNT;PKD2
GO_Biological_Process_2018	mesonephric tubule development (GO:0072164)	3/17	0.0014688684212084148	0.07974080375985683	0	0	12.975778546712803	84.64441552053991	FOXC1;NPNT;PKD2
GO_Biological_Process_2018	negative regulation of cell proliferation (GO:0008285)	13/363	0.0014818091944442248	0.07959655072893558	0	0	2.6332847188462165	17.154510941927413	APP;IGFBP5;IGFBP3;ITGA1;PKD2;SFRP4;NOV;FRZB;ADAMTS1;OGN;CDH13;IGFBP7;IGFBP6
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	14/412	0.0016162064005344856	0.08591147147841123	0	0	2.4985722444317533	16.060006863061385	PDGFRB;APP;PDGFRA;RBPMS;CAV2;CAV1;ITLN1;FAM129A;ILK;CYR61;NPTN;GAS6;PFN2;FGFR1
GO_Biological_Process_2018	cytoskeleton organization (GO:0007010)	7/126	0.001701085283229	0.08949111546719163	0	0	4.084967320261438	26.04774848738709	DST;PALLD;TPM1;MICAL2;ANK3;TLN1;SYNE1
GO_Biological_Process_2018	regulation of amyloid-beta formation (GO:1902003)	3/18	0.0017450224885294321	0.09086581386699688	0	0	12.254901960784313	77.83073328433055	APP;ROCK1;CLU
GO_Biological_Process_2018	cell-substrate adherens junction assembly (GO:0007045)	3/18	0.0017450224885294321	0.08994797736328983	0	0	12.254901960784313	77.83073328433055	CTTN;ACTN1;SORBS1
GO_Biological_Process_2018	regulation of smooth muscle cell migration (GO:0014910)	3/18	0.0017450224885294321	0.08904849758965692	0	0	12.254901960784313	77.83073328433055	PDGFRB;IGFBP5;IGFBP3
GO_Biological_Process_2018	focal adhesion assembly (GO:0048041)	3/18	0.0017450224885294321	0.08816682929669002	0	0	12.254901960784313	77.83073328433055	CTTN;ACTN1;SORBS1
GO_Biological_Process_2018	skeletal muscle tissue development (GO:0007519)	4/39	0.0018928686399265105	0.09469910460338217	0	0	7.541478129713424	47.2825173582219	SVIL;MEF2C;CAV2;CAV1
GO_Biological_Process_2018	inositol lipid-mediated signaling (GO:0048017)	4/39	0.0018928686399265105	0.09377969582082507	0	0	7.541478129713424	47.2825173582219	PDGFRB;PDGFRA;OGT;FGFR1
GO_Biological_Process_2018	regulation of cytoskeleton organization (GO:0051493)	6/95	0.0018941067923399376	0.09293872078183367	0	0	4.643962848297214	29.113039789117426	PDGFRB;CLIC4;ROCK1;NEXN;PHLDB2;RHOB
GO_Biological_Process_2018	negative regulation of blood vessel morphogenesis (GO:2000181)	5/65	0.0019044895061039286	0.09255818999665093	0	0	5.656108597285066	35.42726969521417	FOXC1;SPARC;COL4A2;ROCK1;HSPG2
GO_Biological_Process_2018	protein localization to plasma membrane (GO:0072659)	7/130	0.002033254342846421	0.09788393312778572	0	0	3.959276018099548	24.540058549232	ROCK1;SLMAP;FLNA;ANK3;GAS6;SPTBN1;CLASP2
GO_Biological_Process_2018	negative regulation of epithelial cell proliferation (GO:0050680)	5/66	0.002038083015882913	0.09719941710327573	0	0	5.570409982174689	34.5128431986167	SPARC;CAV2;NFIB;CAV1;NR2F2
GO_Biological_Process_2018	negative regulation of cell junction assembly (GO:1901889)	3/19	0.0020515137427385053	0.09693402434439438	0	0	11.609907120743037	71.85577415516104	ROCK1;PHLDB2;CLASP2
GO_Biological_Process_2018	Rac protein signal transduction (GO:0016601)	3/19	0.0020515137427385053	0.09604472136875772	0	0	11.609907120743037	71.85577415516104	EPS8;NCKAP1;CDH13
GO_Biological_Process_2018	positive regulation of phospholipase activity (GO:0010518)	3/19	0.0020515137427385053	0.09517158753813268	0	0	11.609907120743037	71.85577415516104	PDGFRB;PDGFRA;FGFR1
GO_Biological_Process_2018	response to peptide hormone (GO:0043434)	4/40	0.002080977001839728	0.09566869946295614	0	0	7.352941176470589	45.40380722886994	IGFBP5;SORT1;CAV1;OGT
GO_Biological_Process_2018	negative regulation of cell motility (GO:2000146)	6/97	0.0021057277661403343	0.09594222134476896	0	0	4.548211036992117	28.031052787141604	CLIC4;JAG1;IGFBP5;TPM1;VCL;RHOB
GO_Biological_Process_2018	negative regulation of STAT cascade (GO:1904893)	4/41	0.0022816069925477482	0.10303575648647044	0	0	7.173601147776184	43.63612096838445	LEPROT;CAV1;BGN;ASPN
GO_Biological_Process_2018	regulation of actin filament polymerization (GO:0030833)	5/68	0.002325608095637259	0.10410156238628886	0	0	5.406574394463668	32.784243769623124	EPS8;NCKAP1;CTTN;LMOD1;PFN2
GO_Biological_Process_2018	hydrogen peroxide metabolic process (GO:0042743)	3/20	0.0023894513760955856	0.10602930758448498	0	0	11.029411764705882	66.58115613022164	HBB;HBA1;SOD1
GO_Biological_Process_2018	negative regulation of angiogenesis (GO:0016525)	5/69	0.0024799313298591343	0.10909559979544106	0	0	5.3282182438192685	31.96677540900224	FOXC1;SPARC;COL4A2;ROCK1;HSPG2
GO_Biological_Process_2018	regulation of canonical Wnt signaling pathway (GO:0060828)	9/213	0.002634113980884112	0.1148878943970224	0	0	3.1068765534382767	18.45238733535343	SFRP4;FRZB;TBL1XR1;CAV1;IGFBP2;USP34;ILK;IGFBP6;DKK3
GO_Biological_Process_2018	cytoskeleton-dependent cytokinesis (GO:0061640)	5/70	0.0026415568584343967	0.11423614108975193	0	0	5.2521008403361344	31.178502187688828	SEPT7;ANK3;MYH10;SPTBN1;RHOB
GO_Biological_Process_2018	regulation of mesenchymal stem cell differentiation (GO:2000739)	2/6	0.002666261101669795	0.11433554959513414	0	0	24.509803921568626	145.27152265712303	PDGFRA;LTBP2
GO_Biological_Process_2018	regulation of wound healing, spreading of epidermal cells (GO:1903689)	2/6	0.002666261101669795	0.11338275334850804	0	0	24.509803921568626	145.27152265712303	PHLDB2;CLASP2
GO_Biological_Process_2018	regulation of keratinocyte apoptotic process (GO:1902172)	2/6	0.002666261101669795	0.11244570580017328	0	0	24.509803921568626	145.27152265712303	SFRP4;GSN
