feature	Type	p10	p11	p12	p14	p15	p16	p18	p22	p23	p24	p32	p34	p35	p36	p37	p38	p4	p40	p41	p46	p48	p5	p8	p9
C12_accarnitines	met	0.00488157894736842	0.0163558765594222	0.00511026252983294	0.0165034293552812	0.0051422330590267205	0.00641070943191085	0.00981649802778254	0.00560319845443812	0.0103636695906433	0.0105410140148392	0.00788621444201313	0.0138034398034398	0.00789848812095032	0.0223348519362187	0.0625573770491803	0.006030611217400061	0.00762671821305842	0.00851513614070692	0.00853839732888147	0.0106039092753089	0.00537313432835821	0.0162581081081081	0.00664266666666667	0.00400007363228039
C12_1_accarnitines	met	0.007536078098471991	0.0262738017071569	0.00814606205250597	0.0272633744855967	0.00872295032002438	0.010336368578418001	0.0149974275424456	0.00958516689921649	0.0171436403508772	0.0175865622423743	0.0128730853391685	0.0227235872235872	0.0128588912886969	0.0381503416856492	0.102524590163934	0.0099531769207532	0.011459049255441	0.0146101809572129	0.0142011686143573	0.0179826664208003	0.008855721393034829	0.0242797297297297	0.00992866666666667	0.00606840438848391
C16_accarnitines	met	0.0009448217317487301	0.00304497701904137	0.0022768496420047697	0.00203566529492455	0.0009153713298791	0.00061225876596901	0.00336305950951809	0.00227541053987335	0.00513340643274854	0.0063901483924155	0.0022035010940919	0.00097665847665848	0.00217494600431965	0.00398405466970387	0.00318579234972678	0.00149431074413453	0.00405999427262314	0.00098596313208185	0.00119449081803005	0.0015148441821869801	0.0011442786069651698	0.00136081081081081	0.00282666666666667	0.00251711950519108
C18_accarnitines	met	0.0008098471986417701	0.00234898227183191	0.0011637231503579901	0.00196296296296296	0.00080768058518744	0.00043218265833107003	0.00181787000514492	0.00193409895889235	0.00368055555555555	0.00305853256389118	0.00115973741794311	0.00065110565110565	0.0011447084233261301	0.00241457858769932	0.00202732240437158	0.00069378713120532	0.0024663516609392897	0.00076188060206325	0.00097328881469115	0.00097731882721741	0.00059701492537313	0.00114594594594595	0.0018373333333333301	0.00187320521316545
C18_1_accarnitines	met	0.0006748726655348	0.00226198292843073	0.00151789976133652	0.00130864197530864	0.00078075789901453	0.00054022832291384	0.00181787000514492	0.00199098422238918	0.00280884502923977	0.00267621599340478	0.00170094821298322	0.0	0.0013354931605471599	0.00229384965831435	0.0	0.00114741717853187	0.00242840778923253	0.0009411466260781301	0.00075208681135225	0.00107505070993915	0.00074626865671642	0.0	0.0019079999999999998	0.0015610043443045401
C18_2_accarnitines	met	0.00015747028862479	0.0005219960604070901	0.00040477326968974	0.0	0.0	0.0	0.00049991425141485	0.00062573789846517	0.00106542397660819	0.00087386644682605	0.00034792122538293	0.0	0.00034341252699784	0.0009658314350797301	0.0	0.00032020944517169	0.00060710194730813	0.0	0.0	0.0	0.00019900497512438	0.0	0.00038866666666667	0.00037073853177232996
Arg_aminoacids	met	0.0647877758913413	0.252298095863427	0.110300715990453	0.15267489711934198	0.138651833790511	0.110566730089698	0.1517921454296	0.121165611248256	0.33367141812865503	0.173134789777411	0.120999270605398	0.153009828009828	0.11943124550036	0.16539863325740303	0.0	0.0707129191420803	0.145325028636884	0.16940639269406402	0.12475792988313901	0.157836990595611	0.0736318407960199	0.151121621621622	0.07844	0.0610742949709152
Gln_aminoacids	met	0.190314091680815	0.6594550229809589	0.328878281622912	0.49510288065843605	0.37960987503809795	0.39976895895623793	0.5044589264277141	0.25484598046581497	0.8184393274853801	0.45058738664468295	0.271765134938001	0.533906633906634	0.40446364290856707	0.639863325740319	0.5850273224043709	0.29886214882690604	0.5767468499427261	0.424412311855234	0.307470784641068	0.35721003134796203	0.203482587064677	0.459810810810811	0.23108	0.0800014726456078
Gly_aminoacids	met	0.29244482173174896	0.799523965856861	0.42248210023866295	0.49728395061728403	0.530376917606421	0.421378091872792	0.681701251929343	0.45508210797467	1.21070906432749	0.522135201978566	0.463894967177243	0.722727272727273	0.4578833693304539	0.5903644646924828	0.7037704918032791	0.29886214882690604	0.6260738831615121	0.524353120243531	0.5353088480801339	0.5228655725613129	0.318407960199005	0.5787027027027031	0.39573333333333294	0.308298358000147
His_aminoacids	met	0.0305942275042445	0.11048916611950099	0.0569212410501193	0.109780521262003	0.0909986792644519	0.0651875509649361	0.0836220202366661	0.0560319845443812	0.15206505847953197	0.0944868095630668	0.0626258205689278	0.0768304668304668	0.0721166306695464	0.106845102505695	0.0	0.0450961635283456	0.0694372852233677	0.0820142059868087	0.05220367278798	0.0689009773188272	0.0345771144278607	0.0974054054054054	0.0399266666666667	0.0269273249392534
Met_aminoacids	met	0.0299193548387097	0.0	0.0341527446300716	0.0	0.0573453215483084	0.0	0.0	0.0480680476548245	0.100246710526316	0.0611706512778236	0.0661050328227571	0.0	0.0538012958963283	0.0	0.0	0.0317541033128587	0.0462915234822451	0.0546761373245391	0.0557429048414023	0.0762308685229578	0.0	0.0	0.0	0.0386348575215374
Orn_aminoacids	met	0.0	0.0	0.0447780429594272	0.0688491083676269	0.0441532053235802	0.0536626800761076	0.0599897101697822	0.0	0.07893823099415201	0.0568013190436933	0.0	0.0	0.0	0.0	0.0	0.0	0.0383233104238259	0.0466091662438694	0.0	0.0	0.0	0.0	0.0	0.0
Phe_aminoacids	met	0.0321689303904924	0.0956992777413001	0.0521145584725537	0.0574348422496571	0.0541145992075587	0.0388964392497961	0.0581718401646373	0.0440860792100461	0.133662280701754	0.0541797197032152	0.0483223924142961	0.0610085995085995	0.0530381569474442	0.0580706150341686	0.0938360655737705	0.0576377001309032	0.066401775486827	0.0466091662438694	0.0412320534223706	0.0620597455283054	0.0286069651741294	0.05980405405405401	0.0441666666666667	0.0462447537000221
Pro_aminoacids	met	0.0764855687606112	0.204448456992777	0.114601431980907	0.15776406035665302	0.122228995225033	0.131815710790976	0.20860058309037902	0.120027905978319	0.251343201754386	0.132718466611706	0.18246535375638198	0.14584766584766598	0.131259899208063	0.18592255125284698	0.0	0.0752492196153459	0.125973654066438	0.116074750549636	0.162362270450751	0.149529780564263	0.0751243781094527	0.23921621621621603	0.0978733333333333	0.0922943818570061
Ser_aminoacids_NORM	met	0.0879545085204648	0.29087795883356604	0.127337756744912	0.19260168968348101	0.148056893803601	0.10626796558449199	0.161497642688991	0.134070501452845	0.27649899444833903	0.145687297380189	0.15467719187936	0.22185746697307102	0.120604489947179	0.189693980567374	0.29102561702879903	0.11066811139584301	0.180243138319148	0.17522477767141503	0.146703147014768	0.19418213873214699	0.06976314905018201	0.16225929488003699	0.0916677779892166	0.0935808922761139
Thr_aminoacids_NORM	met	0.0642883157051784	0.19890121050742	0.082238411300283	0.148035090752397	0.139693438415329	0.10646223278715199	0.116078116251502	0.0993180128970356	0.21754507525842998	0.117062503968518	0.10944077580471401	0.182002472642193	0.10154799990284698	0.149867559655429	0.0	0.0795940942214841	0.142322125028163	0.14208486990924998	0.137097650550621	0.14750422352962303	0.06886794544147501	0.127925060643075	0.0665807298960322	0.065347184169894
Tyr_aminoacids	met	0.0854838709677419	0.25838804990151	0.0903150357995227	0.0	0.121690541501575	0.10516444686055999	0.128159835362717	0.126000858645487	0.19468201754386	0.154565127782358	0.126411378555799	0.17775184275184303	0.143470122390209	0.0	0.0	0.11047225858423101	0.11990263459335601	0.0	0.12918196994991699	0.165166881799742	0.0743781094527363	0.0	0.126846666666667	0.11785582799499301
Val_aminoacids	met	0.11337860780984697	0.40802692055154294	0.185183770883055	0.247914951989026	0.25549629178096106	0.18007610763794502	0.237686503172698	0.20677793281099102	0.49396929824561403	0.214097279472383	0.201407731582786	0.250675675675676	0.215586753059755	0.204031890660592	0.224453551912568	0.16757627630651503	0.18478665521191298	0.216911889058008	0.179173622704508	0.22331735201917802	0.12213930348258699	0.229189189189189	0.14345333333333302	0.179125248508946
xLeu_aminoacids	met	0.121027164685908	0.377577150361129	0.17531742243436801	0.189026063100137	0.229919739916692	0.17215275890187604	0.21269079060195498	0.17947300633251	0.513340643274854	0.190612118713932	0.20566010211524396	0.281928746928747	0.214823614110871	0.19437357630979502	0.22648087431694	0.180117812909073	0.18478665521191298	0.21736005411804502	0.18757929883138602	0.224783330260004	0.11940298507462699	0.21558108108108104	0.13674	0.185954642515279
lysoPCaC6_0_glycerophospholipids	met	0.00022495755517827002	0.00078299409061064	0.0	0.0007270233196159099	0.0	0.0	0.0006362545018007201	0.0	0.0	0.0	0.00038657913931437	0.0	0.00041972642188625	0.0	0.0	0.00029352532474071	0.00049327033218786	0.0	0.0	0.0004886594136087	0.00029850746268657004	0.00121756756756757	0.00045933333333333	0.00025366320594949
lysoPCaC16_0_glycerophospholipids	met	0.155445670628183	0.590725541694025	0.43007159904534603	0.660864197530864	0.0842680077212232	0.148022560478391	0.38084376607786	0.46645916067403703	1.07995248538012	0.8028647980214341	0.42910284463895	0.263046683046683	0.314413246940245	0.7050569476082	0.55896174863388	0.41360386668009297	0.5236254295532651	0.235286656519533	0.248188647746244	0.280490503411396	0.171890547263682	0.352378378378378	0.893933333333333	0.21658935277225502
lysoPCaC16_1_glycerophospholipids	met	0.00508404074702886	0.0237508207485227	0.0150272076372315	0.0121412894375857	0.00158843848420197	0.00363753737428649	0.0111344537815126	0.00685467425136847	0.0293475877192982	0.008738664468260509	0.0156951130561634	0.0101572481572482	0.0109892008639309	0.0181093394077449	0.0150601092896175	0.0109671734971302	0.0118764318442153	0.00927701674277017	0.00628213689482471	0.0102129817444219	0.00475124378109453	0.00845135135135135	0.0321533333333333	0.00497570134747073
lysoPCaC17_0_glycerophospholipids	met	0.00476910016977929	0.012440906106369	0.0156596658711217	0.0161399176954733	0.00242304175556233	0.0036735525958140796	0.0105890927799691	0.0089309863690029	0.0326891447368421	0.0208089447650453	0.0167775346462436	0.0065761670761670795	0.00873794096472282	0.0224555808656036	0.0165081967213115	0.013181955492901002	0.0201102520045819	0.0045712836123795	0.00681302170283806	0.0065969020837175	0.0039303482587064705	0.00916756756756757	0.0219773333333333	0.00413666151240704
lysoPCaC18_0_glycerophospholipids	met	0.0769354838709678	0.272307944845699	0.244381861575179	0.3569684499314129	0.054653052931017	0.0788733351454199	0.19769336305951	0.35553289685521106	0.5666118421052629	0.5041117065127779	0.22576221735959198	0.11329238329238302	0.165982721382289	0.411685649202733	0.333060109289617	0.19025777867284302	0.347565864833906	0.0829105361068831	0.11635225375626	0.12900608519269802	0.0823383084577115	0.17475675675675698	0.4204666666666671	0.10478241661144198
lysoPCaC18_1_glycerophospholipids	met	0.0440916808149406	0.18182862770847	0.149007159904535	0.150493827160494	0.016745910799553	0.0332420494699647	0.10452752529583302	0.087603305785124	0.28282163742690103	0.131626133553174	0.137622173595915	0.08399262899262899	0.0805111591072714	0.17747152619589998	0.138726775956284	0.107537005336824	0.121040950744559	0.09142567224758999	0.0632637729549249	0.0860040567951318	0.0537313432835821	0.0938243243243243	0.310933333333333	0.0554156542228113
lysoPCaC18_2_glycerophospholipids	met	0.027669779286927005	0.126149047931714	0.0756420047732697	0.129410150891632	0.0112806055064513	0.0252466702908399	0.0622620476762133	0.0383975528603628	0.210179093567251	0.0748248145094806	0.0599197665937272	0.0476609336609337	0.0503671706263499	0.137630979498861	0.0796448087431694	0.072047125163629	0.0728522336769759	0.0461610011838322	0.0376485809682805	0.0430020283975659	0.0313432835820896	0.0752027027027027	0.160413333333333	0.0314152124291289
lysoPCaC20_3_glycerophospholipids	met	0.00501655348047538	0.0228808273145108	0.0122696897374702	0.0185390946502058	0.0	0.0	0.0107708797804836	0.009556724267468071	0.0290570175438596	0.0138180131904369	0.0122545587162655	0.010482800982801	0.0117904967602592	0.0223348519362187	0.0	0.00925938978954788	0.0124835337915235	0.009411466260781329	0.00822871452420701	0.0116300940438871	0.00480099502487562	0.0234202702702703	0.031163999999999997	0.00624401737721817
lysoPCaC20_4_glycerophospholipids	met	0.00742359932088285	0.0335817465528562	0.0169751789976134	0.028281207133058997	0.004980696941989229	0.0068789073117695	0.0183604870519636	0.011462380594612	0.0358854166666667	0.0169857790601814	0.0226921954777535	0.0134127764127764	0.0136983441324694	0.0371845102505695	0.0266448087431694	0.0127550095660054	0.0201102520045819	0.0116522915609674	0.0132278797996661	0.013193804167435	0.00567164179104478	0.0221310810810811	0.048760000000000005	0.00983432736911862
lysoPCaC28_1_glycerophospholipids	met	0.00548896434634975	0.0	0.00634988066825776	0.0135953360768176	0.0	0.0	0.0081349682730235	0.00463614897499195	0.0119133771929825	0.009066364385820279	0.0122932166301969	0.0	0.00618142548596112	0.0	0.0	0.007097976034639009	0.0107760595647194	0.0	0.00752086811352254	0.00796514844182187	0.0	0.0	0.012296	0.00359030999190045
PCaaC24_0_glycerophospholipids	met	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243544857768053	0.0	0.0	0.0	0.0	0.0	0.0031113974799541803	0.0	0.0	0.0	0.0	0.0042972972972973	0.0	0.0
PCaaC28_1_glycerophospholipids	met	0.0564643463497453	0.0782124097176625	0.0652696897374702	0.0988751714677641	0.0177958955602967	0.0234459092144605	0.0545361001543474	0.0492057529247612	0.10315241228070199	0.0726401483924155	0.07963530269876	0.0419312039312039	0.0473146148308135	0.0823371298405467	0.107158469945355	0.0632413654214077	0.066401775486827	0.0378251310671402	0.0530884808013356	0.0640143831827402	0.0318407960199005	0.0526418918918919	0.134266666666667	0.0329762167734335
PCaaC30_0_glycerophospholipids	met	0.0303692699490662	0.0667284963887065	0.0313699284009546	0.0465294924554184	0.0149151681397948	0.0219332699103017	0.0442651346252787	0.025996565418052998	0.0765168128654971	0.0424917559769167	0.0537345003646973	0.0434938574938575	0.0329676025917927	0.0869248291571754	0.12656284153005498	0.0357567213775048	0.0405999427262314	0.039304075765263	0.0317646076794658	0.0441259450488659	0.0219402985074627	0.0380310810810811	0.0544133333333333	0.0245858184227966
PCaaC30_2_glycerophospholipids	met	0.008053480475382001	0.0116579120157584	0.00672935560859189	0.0171577503429355	0.00234227369704358	0.00464596357705898	0.0102709655290688	0.00688311688311688	0.0152549342105263	0.0116333470733718	0.00935521517140773	0.00612039312039312	0.0069445644348452105	0.0190751708428246	0.0156393442622951	0.00915265330782398	0.009865406643757159	0.00838068662269575	0.00858263772954925	0.00796514844182187	0.0044029850746268705	0.00766351351351351	0.0133913333333333	0.00425373683822988
PCaaC32_0_glycerophospholipids	met	0.0683870967741936	0.24446815495732102	0.108529832935561	0.109053497942387	0.0646144468149954	0.0925591193259038	0.20178357057108604	0.0904475689599657	0.240204678362573	0.16057295960428697	0.204500364697301	0.19988943488943497	0.11370770338372901	0.300615034168565	0.498142076502732	0.0811197261101601	0.13773625429553302	0.11069676982919	0.106176961602671	0.13877927346487198	0.0947761194029851	0.10241891891891901	0.149106666666667	0.0528790221633164
PCaaC32_1_glycerophospholipids	met	0.0301443123938879	0.10700919238345401	0.0480668257756563	0.034679012345679	0.0150497815706594	0.0289922533297092	0.0790773452238038	0.0412418160352045	0.123976608187134	0.045386438582028	0.10089715536105	0.10482800982801	0.0496040316774658	0.0916332574031891	0.17174316939890696	0.0461635283455845	0.059192439862543	0.0470573313039066	0.0446828046744574	0.0649917020099576	0.0400497512437811	0.040322972972973	0.0812666666666667	0.020097930932921
PCaaC32_2_glycerophospholipids	met	0.0055564516129032295	0.0154858831254104	0.00796897374701671	0.0104691358024691	0.00271919130346439	0.00565438977983148	0.0115889212827988	0.007309756359343141	0.021453764619883	0.0114694971145919	0.0160816921954778	0.0159520884520885	0.00709719222462203	0.0134009111617312	0.024327868852459	0.00840549793575672	0.0101310137457045	0.00605022831050228	0.00721118530884808	0.00947999262400885	0.00597014925373134	0.008666216216216221	0.01272	0.00321957146012812
PCaaC32_3_glycerophospholipids	met	0.00197962648556876	0.002870978332239001	0.00232744630071599	0.00399862825788752	0.00078075789901453	0.0009724109812449	0.0031358257588749803	0.00193409895889235	0.0053755482456140395	0.0032769991755976897	0.0028220277169948896	0.00214864864864865	0.00179337652987761	0.00398405466970387	0.00434426229508197	0.00298862148826906	0.00337700458190149	0.0013444951801116199	0.0017696160267111898	0.0018080398303522	0.00139303482587065	0.0027932432432432397	0.0045933333333333295	0.0008780649436713
PCaaC34_1_glycerophospholipids	met	0.21933361629881198	0.836933683519369	0.364295942720764	0.5176406035665301	0.20138169257340197	0.29532481652623	0.663522551877894	0.35553289685521106	0.8378106725146199	0.688169826875515	0.633989788475565	0.5801351351351349	0.3651619870410371	0.801640091116173	1.18163934426229	0.320209445171685	0.46670962199312704	0.475054963639438	0.420726210350584	0.473510971786834	0.353233830845771	0.50922972972973	0.681933333333333	0.21854060820263602
PCaaC34_2_glycerophospholipids	met	0.180865874363328	0.7447143795141171	0.32381861575179	0.57798353909465	0.18603576145484102	0.295684968741506	0.563539701594924	0.34131158098100295	1.09932383040936	0.7373248145094808	0.479358132749818	0.45316953316953296	0.30792656587473	0.7907744874715258	0.9238797814207651	0.373577686033632	0.50085910652921	0.293099949264333	0.287562604340568	0.34841416190300606	0.323383084577114	0.441905405405405	0.4628666666666671	0.17561298873426098
PCaaC34_3_glycerophospholipids	met	0.00866086587436333	0.0284487852921865	0.0148248210023866	0.0178120713305899	0.00621914050594331	0.00997621636314216	0.0237232035671411	0.014534184823441003	0.0448930921052631	0.0219012778235779	0.0253595915390226	0.0261744471744472	0.0125154787616991	0.0243872437357631	0.0396775956284153	0.0168109958715134	0.021665950744558998	0.00990444782682226	0.0099983305509182	0.0164678222386133	0.0115422885572139	0.0173324324324324	0.019186	0.005795228628230621
PCaaC34_4_glycerophospholipids	met	0.00182215619694397	0.00513296126066973	0.0022768496420047697	0.00298079561042524	0.00118459819160825	0.00158466974721392	0.0035902932601612103	0.0030149189653321897	0.00619883040935673	0.00333161582852432	0.00444566010211524	0.00390663390663391	0.0022512598992080603	0.0044669703872437395	0.007530054644808741	0.0025349914409425	0.00390821878579611	0.0017926602401488198	0.00243322203672788	0.00273649271620874	0.00149253731343284	0.00272162162162162	0.0037453333333333297	0.00136587880126648
PCaaC36_0_glycerophospholipids	met	0.00490407470288625	0.0193138542350624	0.0079436754176611	0.009887517146776409	0.0040922482982830395	0.00648273987496602	0.0164971702966901	0.00881721584200923	0.0322048611111111	0.0146372629843364	0.0117520058351568	0.0125012285012285	0.00885241180705544	0.0	0.0	0.007524921961534591	0.0159743699885452	0.00654320987654321	0.00884808013355593	0.0088936013276784	0.00584577114427861	0.0123189189189189	0.0133206666666667	0.005541565422281129
PCaaC36_1_glycerophospholipids	met	0.0490407470288625	0.17399868680236402	0.0670405727923628	0.13086419753086398	0.0489992888347049	0.0666281598260397	0.130886640370434	0.0762262530857572	0.148675073099415	0.15074196207749402	0.11636032093362501	0.0950614250614251	0.0801295896328294	0.17022779043280198	0.26036612021857897	0.0571040177222838	0.0956185567010309	0.0882885168273296	0.0960016694490818	0.0796514844182187	0.06318407960198999	0.113878378378378	0.118366666666667	0.0444886238126795
PCaaC36_2_glycerophospholipids	met	0.161744482173175	0.586375574523966	0.273221957040573	0.417311385459534	0.153459311185614	0.211049198151672	0.44219687875150104	0.252286143608458	0.7118969298245609	0.5210428689200329	0.44070021881838106	0.364619164619165	0.23771778257739398	0.586742596810934	0.839890710382514	0.26017017420199395	0.38323310423825896	0.22139353965838	0.243764607679466	0.271694633966439	0.256218905472637	0.32372972972972996	0.4098666666666671	0.11941683233929799
PCaaC36_3_glycerophospholipids	met	0.0971816638370119	0.323637557452397	0.18594272076372304	0.219561042524005	0.0788834704866403	0.11596901331883698	0.257683073229292	0.18402382741225698	0.475566520467836	0.296022258862325	0.276790663749088	0.249373464373464	0.14957523398128197	0.288542141230068	0.477868852459016	0.175581512435807	0.22652491408934697	0.12503805175038002	0.142011686143573	0.187156555412133	0.137562189054726	0.210567567567568	0.2544	0.0762940873278845
PCaaC36_4_glycerophospholipids	met	0.119902376910017	0.4106369008535779	0.14394749403341298	0.289355281207133	0.13272884283247	0.16711062788801298	0.259500943234437	0.272764838467318	0.407282529239766	0.357739076669415	0.28142961342086104	0.24872235872235898	0.20261339092872602	0.41772209567198204	0.483661202185792	0.16037156379015197	0.258018327605956	0.19226281075596102	0.234031719532554	0.229669924396091	0.121890547263682	0.26213513513513503	0.319766666666667	0.14205139533171302
PCaaC36_5_glycerophospholipids	met	0.00976315789473684	0.0787344057780696	0.0147236276849642	0.0376598079561042	0.0142421009854719	0.015162408263115	0.0490824901389127	0.0242615648813996	0.0648940058479532	0.0510665704863974	0.0275630926331145	0.023960687960688003	0.0289992800575954	0.0346492027334852	0.0460491803278689	0.0217742422716746	0.0440148911798396	0.0155065110772873	0.0273405676126878	0.0199373040752351	0.0124129353233831	0.0343783783783784	0.028196	0.011609969810765
PCaaC36_6_glycerophospholipids	met	0.00087733446519525	0.0033929743926460897	0.00126491646778043	0.0023991769547325103	0.0009153713298791	0.0009724109812449	0.00281769850797462	0.00139368895567243	0.00469755116959064	0.00240313272877164	0.00247410649161196	0.0023439803439803397	0.00183153347732181	0.00205239179954442	0.00405464480874317	0.00149431074413453	0.0027319587628866	0.00103077963808557	0.0015484140233722901	0.00141711229946524	0.00077114427860696	0.0017905405405405398	0.0018726666666666698	0.00072196450924085
PCaaC38_0_glycerophospholipids	met	0.00521901528013582	0.0190528562048588	0.0112324582338902	0.0101783264746228	0.0036884080056893203	0.0058704811089970105	0.0180423598010633	0.007935494257808309	0.0294444444444444	0.0129441467436109	0.0145740335521517	0.0150405405405405	0.008890568754499641	0.0158154897494305	0.0	0.00896586446480717	0.0135459621993127	0.0	0.00822871452420701	0.00908906509312189	0.0068407960199005	0.0	0.0143453333333333	0.00444886238126795
PCaaC38_1_glycerophospholipids	met	0.0	0.0	0.0	0.0	0.0	0.0	0.00140884925398731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121420389461627	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCaaC38_3_glycerophospholipids	met	0.0994312393887946	0.240988181221274	0.114601431980907	0.201385459533608	0.0516915574519963	0.0792334873606958	0.169516377979763	0.112063969088762	0.268293128654971	0.21573577906018104	0.17048140043763702	0.14845208845208802	0.11981281497480199	0.290956719817768	0.36202185792349706	0.123013795186789	0.146463344788087	0.10531878910874301	0.12431552587646101	0.132915360501567	0.0900497512437811	0.163297297297297	0.20104666666666698	0.0665378101759811
PCaaC38_4_glycerophospholipids	met	0.118552631578947	0.35408732764281	0.127503579952267	0.24137174211248302	0.109844559585492	0.13937890731177	0.219053335619962	0.222990232907588	0.341419956140351	0.30312242374278603	0.259781181619256	0.20509828009828002	0.17361411087113002	0.41289293849658293	0.5242076502732239	0.125682207229886	0.214762313860252	0.166717402333841	0.212353923205342	0.198395721925134	0.110199004975124	0.221310810810811	0.290086666666667	0.107123923127899
PCaaC38_5_glycerophospholipids	met	0.0425169779286927	0.17399868680236402	0.061727923627685	0.0952400548696845	0.0484608351112466	0.0518619189997282	0.118616017835706	0.0975582268970699	0.172404970760234	0.125072135201979	0.10940189642596601	0.0911547911547912	0.0744060475161987	0.132801822323462	0.193174863387978	0.0645755714429564	0.10510452462772	0.056468797564688	0.0752086811352254	0.0820947814862622	0.0465174129353234	0.0952567567567568	0.123666666666667	0.0390251086076136
PCaaC38_6_glycerophospholipids	met	0.0249702886247878	0.19139855548259999	0.0475608591885441	0.11414266117969801	0.058422228995225	0.0561837455830389	0.136340250385869	0.0722442846409789	0.223254751461988	0.144187963726298	0.0757695113056163	0.0625061425061425	0.08547156227501801	0.0975489749430524	0.16739890710382502	0.0712466015506998	0.133562428407789	0.0353154067309318	0.067245409015025	0.0532638760833487	0.0445273631840796	0.0880945945945946	0.0876266666666667	0.0419519917531846
PCaaC40_2_glycerophospholipids	met	0.00146222410865874	0.00234898227183191	0.0038453460620525	0.0013813443072702302	0.00059229909580412	0.0006482739874966	0.00340850625964672	0.00105237737469142	0.00581140350877193	0.00163849958779885	0.006107950401167029	0.00742260442260442	0.00152627789776818	0.00470842824601367	0.00579234972677596	0.00125415366025576	0.0022766323024055	0.0017478437341451	0.00119449081803005	0.00200350359579569	0.0013184079601990099	0.00136081081081081	0.00197866666666667	0.00076098961784846
